text,condition,record_type,clean_text
Ferret has diarrhea and is dehydrated.,Digestive Issues,Owner Observation,Ferret has diarrhea and is dehydrated.
My dog has Ehrlichia from a tick.,Parasites,Owner Observation,My dog has Ehrlichia from a tick.
Administer subcutaneous fluids for rehydration.,Digestive Issues,Clinical Notes,Administer subcutaneous fluids for rehydration.
"Instruct owner on monitoring toes for swelling, coldness, or odor distal to cast/splint.",Mobility Problems,Clinical Notes,"Instruct owner on monitoring toes for swelling, coldness, or odor distal to cast/splint."
"My cat had ear polyps removed before, worried they are back.",Ear Infections,Owner Observation,"My cat had ear polyps removed before, worried they are back."
"Protein-losing enteropathy (PLE) suspected; differentials include lymphangiectasia, IBD, lymphoma. Further workup needed.",Digestive Issues,Clinical Notes,"Protein-losing enteropathy (PLE) suspected; differentials include lymphangiectasia, IBD, lymphoma. Further workup needed."
My puppy had roundworms treated but still has diarrhea.,Parasites,Owner Observation,My puppy had roundworms treated but still has diarrhea.
Found a flea on myself after petting the cat.,Parasites,Owner Observation,Found a flea on myself after petting the cat.
My cat has sores appearing on her paw pads.,Skin Irritations,Owner Observation,My cat has sores appearing on her paw pads.
"Treat Cheyletiella with selamectin, ivermectin, or fipronil.",Parasites,Clinical Notes,"Treat Cheyletiella with selamectin, ivermectin, or fipronil."
"Panosteitis suspected in young, large breed dog with shifting leg lameness and long bone pain on palpation.",Mobility Problems,Clinical Notes,"Panosteitis suspected in young, large breed dog with shifting leg lameness and long bone pain on palpation."
My dog's knees look puffy and feel warm.,Mobility Problems,Owner Observation,My dog's knees look puffy and feel warm.
Puppy has redness and irritation around his genitals.,Skin Irritations,Owner Observation,Puppy has redness and irritation around his genitals.
"Use milbemycin oxime (Interceptor, Sentinel) for heartworm/roundworm/hookworm/whipworm prevention.",Parasites,Clinical Notes,"Use milbemycin oxime (Interceptor, Sentinel) for heartworm/roundworm/hookworm/whipworm prevention."
Reassess pain control at each visit.,Mobility Problems,Clinical Notes,Reassess pain control at each visit.
Cat has pain when her spine is palpated.,Mobility Problems,Owner Observation,Cat has pain when her spine is palpated.
"Suspect contact dermatitis on ventral chest/abdomen; advise owner regarding potential irritants (bedding, cleaners).",Skin Irritations,Clinical Notes,"Suspect contact dermatitis on ventral chest/abdomen; advise owner regarding potential irritants (bedding, cleaners)."
"Implement routine deworming schedule for puppies/kittens (e.g., starting at 2 weeks, repeat every 2 weeks).",Parasites,Clinical Notes,"Implement routine deworming schedule for puppies/kittens (e.g., starting at 2 weeks, repeat every 2 weeks)."
Absence of withdrawal reflex in hind limbs.,Mobility Problems,Clinical Notes,Absence of withdrawal reflex in hind limbs.
Suspect pancreatitis based on clinical signs and history; cPL snap test pending.,Digestive Issues,Clinical Notes,Suspect pancreatitis based on clinical signs and history; cPL snap test pending.
Paraspinal hyperesthesia noted in T13-L2 region. Rule out Type I IVDD.,Mobility Problems,Clinical Notes,Paraspinal hyperesthesia noted in T13-L2 region. Rule out Type I IVDD.
Sebaceous adenitis suspected due to follicular casts and alopecia; biopsy confirms.,Skin Irritations,Clinical Notes,Sebaceous adenitis suspected due to follicular casts and alopecia; biopsy confirms.
Luxated joint identified; attempt closed reduction.,Mobility Problems,Clinical Notes,Luxated joint identified; attempt closed reduction.
Dog has developed hives all over his body after rolling in the grass.,Skin Irritations,Owner Observation,Dog has developed hives all over his body after rolling in the grass.
Knemidokoptes mites causing scaly face/leg in bird; treat with ivermectin.,Parasites,Clinical Notes,Knemidokoptes mites causing scaly face/leg in bird; treat with ivermectin.
Discuss importance of year-round flea prevention.,Skin Irritations,Clinical Notes,Discuss importance of year-round flea prevention.
Papules and erythema on chest; medicated wash prescribed.,Skin Irritations,Clinical Notes,Papules and erythema on chest; medicated wash prescribed.
My dog pants heavily even when resting indoors.,Mobility Problems,Owner Observation,My dog pants heavily even when resting indoors.
Intestinal parasites should be considered a differential for chronic vomiting or diarrhea.,Parasites,Clinical Notes,Intestinal parasites should be considered a differential for chronic vomiting or diarrhea.
My dog's back legs seem weak and sometimes give out.,Mobility Problems,Owner Observation,My dog's back legs seem weak and sometimes give out.
"Recommend installing ramps, using non-slip mats, providing orthopedic bedding, and using raised food/water bowls.",Mobility Problems,Clinical Notes,"Recommend installing ramps, using non-slip mats, providing orthopedic bedding, and using raised food/water bowls."
"GI stasis suspected in rabbit; provide supportive care (fluids, analgesia, motility drugs).",Digestive Issues,Clinical Notes,"GI stasis suspected in rabbit; provide supportive care (fluids, analgesia, motility drugs)."
"Rule out underlying trauma (e.g., bite wound, foreign body penetration) as cause of pinnal swelling/infection.",Ear Infections,Clinical Notes,"Rule out underlying trauma (e.g., bite wound, foreign body penetration) as cause of pinnal swelling/infection."
Monitor for cast sores or swelling distal to bandage.,Mobility Problems,Clinical Notes,Monitor for cast sores or swelling distal to bandage.
Cat has diarrhea after getting into the dog's food.,Digestive Issues,Owner Observation,Cat has diarrhea after getting into the dog's food.
"Instruct owner on monitoring parameters: appetite (scale 1-5), vomiting episodes, fecal score (1-7), activity level.",Digestive Issues,Clinical Notes,"Instruct owner on monitoring parameters: appetite (scale 1-5), vomiting episodes, fecal score (1-7), activity level."
Guinea pig has flaky skin and hair loss on its rump.,Skin Irritations,Owner Observation,Guinea pig has flaky skin and hair loss on its rump.
My guinea pig's droppings are much smaller and fewer than usual.,Digestive Issues,Owner Observation,My guinea pig's droppings are much smaller and fewer than usual.
My dog has blackheads and pimples on his muzzle.,Skin Irritations,Owner Observation,My dog has blackheads and pimples on his muzzle.
"Impacted and infected anal sacs causing pain and reluctance to defecate. Expressed sacs, infuse antibiotic ointment.",Digestive Issues,Clinical Notes,"Impacted and infected anal sacs causing pain and reluctance to defecate. Expressed sacs, infuse antibiotic ointment."
Monitor body condition score (BCS) and muscle condition score (MCS).,Digestive Issues,Clinical Notes,Monitor body condition score (BCS) and muscle condition score (MCS).
"Advise owner on modifications like using carpet runners, ramps instead of stairs, and avoiding slippery surfaces.",Mobility Problems,Clinical Notes,"Advise owner on modifications like using carpet runners, ramps instead of stairs, and avoiding slippery surfaces."
Cat has vomited multiple times in the last hour.,Digestive Issues,Owner Observation,Cat has vomited multiple times in the last hour.
My rabbit has crusty sores around its nose and mouth.,Skin Irritations,Owner Observation,My rabbit has crusty sores around its nose and mouth.
"Bilateral otitis externa (AU). Moderate erythema, mild edema, copious brown ceruminous exudate.",Ear Infections,Clinical Notes,"Bilateral otitis externa (AU). Moderate erythema, mild edema, copious brown ceruminous exudate."
Guinea pig is losing weight and has diarrhea.,Digestive Issues,Owner Observation,Guinea pig is losing weight and has diarrhea.
"My dog licks his paws raw, vet mentioned possible mites.",Parasites,Owner Observation,"My dog licks his paws raw, vet mentioned possible mites."
"Cytauxzoon felis piroplasms identified on peripheral blood smear. Initiate treatment (atovaquone/azithromycin), grave prognosis.",Parasites,Clinical Notes,"Cytauxzoon felis piroplasms identified on peripheral blood smear. Initiate treatment (atovaquone/azithromycin), grave prognosis."
"Provide comprehensive written discharge summary including diagnosis, treatment plan, and follow-up.",Ear Infections,Clinical Notes,"Provide comprehensive written discharge summary including diagnosis, treatment plan, and follow-up."
Osteoarthritis in elbows; start joint supplements.,Mobility Problems,Clinical Notes,Osteoarthritis in elbows; start joint supplements.
"Prescribe topical antibiotic/antifungal/steroid combination (e.g., Mometamax, Otomax, Claro).",Ear Infections,Clinical Notes,"Prescribe topical antibiotic/antifungal/steroid combination (e.g., Mometamax, Otomax, Claro)."
Advise hypoallergenic shampoo and conditioner.,Skin Irritations,Clinical Notes,Advise hypoallergenic shampoo and conditioner.
My dog begs for food but then walks away when I offer it.,Digestive Issues,Owner Observation,My dog begs for food but then walks away when I offer it.
Initiate IV fluid therapy and monitor electrolytes.,Digestive Issues,Clinical Notes,Initiate IV fluid therapy and monitor electrolytes.
"Symmetrical alopecia on flanks; rule out endocrine disorders (hypothyroidism, Cushing's).",Skin Irritations,Clinical Notes,"Symmetrical alopecia on flanks; rule out endocrine disorders (hypothyroidism, Cushing's)."
Acral lick granuloma on carpus; address underlying anxiety/boredom.,Skin Irritations,Clinical Notes,Acral lick granuloma on carpus; address underlying anxiety/boredom.
Initiate 8-week hypoallergenic food trial (novel protein or hydrolyzed diet) for suspected food allergy.,Skin Irritations,Clinical Notes,Initiate 8-week hypoallergenic food trial (novel protein or hydrolyzed diet) for suspected food allergy.
Adjust medication dosages as needed.,Mobility Problems,Clinical Notes,Adjust medication dosages as needed.
Cat's skin seems very thin and tears easily.,Skin Irritations,Owner Observation,Cat's skin seems very thin and tears easily.
Seborrhea with erythema on limbs; shampoo therapy started.,Skin Irritations,Clinical Notes,Seborrhea with erythema on limbs; shampoo therapy started.
"Neurological examination reveals hind limb ataxia, proprioceptive deficits, and hyperreflexia.",Mobility Problems,Clinical Notes,"Neurological examination reveals hind limb ataxia, proprioceptive deficits, and hyperreflexia."
"My dog is frantically chewing at his hind end, and I see little black specks in his fur.",Parasites,Owner Observation,"My dog is frantically chewing at his hind end, and I see little black specks in his fur."
There's yellowish pus draining from my puppy's ear.,Ear Infections,Owner Observation,There's yellowish pus draining from my puppy's ear.
Scaling and redness on ears; topical steroids prescribed.,Skin Irritations,Clinical Notes,Scaling and redness on ears; topical steroids prescribed.
My dog has patellar luxation (kneecap slips).,Mobility Problems,Owner Observation,My dog has patellar luxation (kneecap slips).
Otoscopic exam: Tympanic membrane visualized and intact (left ear); obscured by debris (right ear).,Ear Infections,Clinical Notes,Otoscopic exam: Tympanic membrane visualized and intact (left ear); obscured by debris (right ear).
Check for ticks within the ear canal.,Ear Infections,Clinical Notes,Check for ticks within the ear canal.
Pruritic sores on chest; medicated bath recommended.,Skin Irritations,Clinical Notes,Pruritic sores on chest; medicated bath recommended.
"If treating resistant Pseudomonas, consider TrizEDTA flushes and potentially compounded topical antibiotics based on MIC values.",Ear Infections,Clinical Notes,"If treating resistant Pseudomonas, consider TrizEDTA flushes and potentially compounded topical antibiotics based on MIC values."
Cutaneous B-cell lymphoma suspected based on multiple nodules; biopsy for confirmation and staging.,Skin Irritations,Clinical Notes,Cutaneous B-cell lymphoma suspected based on multiple nodules; biopsy for confirmation and staging.
Dog has hair loss in a pattern that follows the leash/collar line.,Skin Irritations,Owner Observation,Dog has hair loss in a pattern that follows the leash/collar line.
Puppy's ears always seem damp and dirty inside.,Ear Infections,Owner Observation,Puppy's ears always seem damp and dirty inside.
Cerebrospinal fluid (CSF) analysis results within normal limits.,Mobility Problems,Clinical Notes,Cerebrospinal fluid (CSF) analysis results within normal limits.
"My dog licks his front paws incessantly, vet mentioned possible Demodex.",Parasites,Owner Observation,"My dog licks his front paws incessantly, vet mentioned possible Demodex."
"Perianal irritation and scooting; express anal sacs, check for tapeworms.",Skin Irritations,Clinical Notes,"Perianal irritation and scooting; express anal sacs, check for tapeworms."
Pododermatitis with interdigital swelling and discharge; cytology shows yeast and bacteria.,Skin Irritations,Clinical Notes,Pododermatitis with interdigital swelling and discharge; cytology shows yeast and bacteria.
OFA preliminary radiographs suggest moderate elbow dysplasia.,Mobility Problems,Clinical Notes,OFA preliminary radiographs suggest moderate elbow dysplasia.
Cat spends most of her time sleeping in secluded spots.,Mobility Problems,Owner Observation,Cat spends most of her time sleeping in secluded spots.
My dog has degenerative myelopathy (DM).,Mobility Problems,Owner Observation,My dog has degenerative myelopathy (DM).
Calcinosis cutis suspected in patient on chronic steroids; firm plaques on dorsum.,Skin Irritations,Clinical Notes,Calcinosis cutis suspected in patient on chronic steroids; firm plaques on dorsum.
"My dog just seems 'off' - lethargic, poor appetite.",Digestive Issues,Owner Observation,"My dog just seems 'off' - lethargic, poor appetite."
"Recommend screening for tick-borne conditions 4-8 weeks after known tick exposure, even if asymptomatic.",Parasites,Clinical Notes,"Recommend screening for tick-borne conditions 4-8 weeks after known tick exposure, even if asymptomatic."
Dog's skin is sensitive to touch in certain areas.,Skin Irritations,Owner Observation,Dog's skin is sensitive to touch in certain areas.
Guinea pig hasn't produced any droppings in 24 hours.,Digestive Issues,Owner Observation,Guinea pig hasn't produced any droppings in 24 hours.
"Kitten has flaky skin, like bad dandruff.",Skin Irritations,Owner Observation,"Kitten has flaky skin, like bad dandruff."
"Cat is excessively grooming her belly, making it bald.",Parasites,Owner Observation,"Cat is excessively grooming her belly, making it bald."
Skin biopsy submitted for histopathology and culture.,Skin Irritations,Clinical Notes,Skin biopsy submitted for histopathology and culture.
My Siamese cat is developing crusty lesions on her ear tips and nose.,Skin Irritations,Owner Observation,My Siamese cat is developing crusty lesions on her ear tips and nose.
"Rabbit has lost fur on its nose, looks sore.",Parasites,Owner Observation,"Rabbit has lost fur on its nose, looks sore."
"Recommend medicated shampoo (e.g., chlorhexidine, ketoconazole) based on cytology findings.",Skin Irritations,Clinical Notes,"Recommend medicated shampoo (e.g., chlorhexidine, ketoconazole) based on cytology findings."
Immune-mediated skin condition suspected; requires further workup.,Skin Irritations,Clinical Notes,Immune-mediated skin condition suspected; requires further workup.
"My hamster is scratching a lot and has dry, flaky skin.",Parasites,Owner Observation,"My hamster is scratching a lot and has dry, flaky skin."
"Rabbit is only eating greens, refusing hay.",Digestive Issues,Owner Observation,"Rabbit is only eating greens, refusing hay."
Rabbit has become incontinent (urine and feces).,Mobility Problems,Owner Observation,Rabbit has become incontinent (urine and feces).
"Dog has pale, clay-colored stools.",Digestive Issues,Owner Observation,"Dog has pale, clay-colored stools."
Advise bathing pet with appropriate shampoo to remove flea dirt/scales.,Parasites,Clinical Notes,Advise bathing pet with appropriate shampoo to remove flea dirt/scales.
Ferret is walking with a stiff gait.,Mobility Problems,Owner Observation,Ferret is walking with a stiff gait.
Recommend omega-3 fatty acid supplementation to support skin barrier function.,Skin Irritations,Clinical Notes,Recommend omega-3 fatty acid supplementation to support skin barrier function.
Supraspinatus tendinopathy suspected.,Mobility Problems,Clinical Notes,Supraspinatus tendinopathy suspected.
Puppy constantly has dirty ears despite regular cleaning.,Ear Infections,Owner Observation,Puppy constantly has dirty ears despite regular cleaning.
My rabbit shakes its head frequently.,Ear Infections,Owner Observation,My rabbit shakes its head frequently.
My cat has Giardia and needs medication.,Parasites,Owner Observation,My cat has Giardia and needs medication.
"Bumblefoot (pododermatitis) present in guinea pig; address husbandry (bedding, hygiene) and treat infection/pain.",Mobility Problems,Clinical Notes,"Bumblefoot (pododermatitis) present in guinea pig; address husbandry (bedding, hygiene) and treat infection/pain."
My hamster's droppings are stuck together.,Digestive Issues,Owner Observation,My hamster's droppings are stuck together.
Bone biopsy collected for histopathology.,Mobility Problems,Clinical Notes,Bone biopsy collected for histopathology.
"Found a long, segmented worm in the dog's stool this morning.",Parasites,Owner Observation,"Found a long, segmented worm in the dog's stool this morning."
"Dog seems nauseous (drooling, lip smacking) and refused his favorite treat.",Digestive Issues,Owner Observation,"Dog seems nauseous (drooling, lip smacking) and refused his favorite treat."
PennHIP evaluation performed for hip laxity assessment.,Mobility Problems,Clinical Notes,PennHIP evaluation performed for hip laxity assessment.
Vertical ear canal ablation (VECA) considered for neoplasia confined to vertical canal.,Ear Infections,Clinical Notes,Vertical ear canal ablation (VECA) considered for neoplasia confined to vertical canal.
Document response to previous treatments.,Ear Infections,Clinical Notes,Document response to previous treatments.
"Cat has tiny scabs all over her back, feels like sandpaper.",Parasites,Owner Observation,"Cat has tiny scabs all over her back, feels like sandpaper."
Heartworm adulticide treatment (melarsomine injections) administered according to AHS guidelines. Strict exercise restriction crucial.,Parasites,Clinical Notes,Heartworm adulticide treatment (melarsomine injections) administered according to AHS guidelines. Strict exercise restriction crucial.
"Evaluate for concurrent dermatological conditions (e.g., FAD, atopy).",Ear Infections,Clinical Notes,"Evaluate for concurrent dermatological conditions (e.g., FAD, atopy)."
Implement long-term maintenance protocol involving weekly cleaning and application of topical steroid.,Ear Infections,Clinical Notes,Implement long-term maintenance protocol involving weekly cleaning and application of topical steroid.
"Observe gait at walk and trot, assess for head bob (forelimb) or hip hike (hindlimb).",Mobility Problems,Clinical Notes,"Observe gait at walk and trot, assess for head bob (forelimb) or hip hike (hindlimb)."
Exploratory laparotomy reveals linear foreign body extending from stomach to jejunum. Enterotomy performed.,Digestive Issues,Clinical Notes,Exploratory laparotomy reveals linear foreign body extending from stomach to jejunum. Enterotomy performed.
"Cat has chronic intermittent vomiting, maybe once or twice a week.",Digestive Issues,Owner Observation,"Cat has chronic intermittent vomiting, maybe once or twice a week."
My ferret seems generally unwell since the ear problem started.,Ear Infections,Owner Observation,My ferret seems generally unwell since the ear problem started.
My puppy has had soft stools since we adopted him from the shelter.,Digestive Issues,Owner Observation,My puppy has had soft stools since we adopted him from the shelter.
Rabbit seems unable to move its hind legs properly.,Mobility Problems,Owner Observation,Rabbit seems unable to move its hind legs properly.
My dog has Lyme condition causing shifting leg lameness.,Mobility Problems,Owner Observation,My dog has Lyme condition causing shifting leg lameness.
Solar dermatitis on non-pigmented pinnae/planum nasale; advise sun avoidance/sunscreen.,Skin Irritations,Clinical Notes,Solar dermatitis on non-pigmented pinnae/planum nasale; advise sun avoidance/sunscreen.
Culture results: Methicillin-resistant Staphylococcus pseudintermedius (MRSP); consult on treatment.,Ear Infections,Clinical Notes,Culture results: Methicillin-resistant Staphylococcus pseudintermedius (MRSP); consult on treatment.
Nodular dermatofibrosis; recommend abdominal ultrasound to check for renal cystadenocarcinoma.,Skin Irritations,Clinical Notes,Nodular dermatofibrosis; recommend abdominal ultrasound to check for renal cystadenocarcinoma.
My rabbit keeps shaking its head back and forth.,Ear Infections,Owner Observation,My rabbit keeps shaking its head back and forth.
"My dog seems sensitive around his head, flinches when petted near ears.",Ear Infections,Owner Observation,"My dog seems sensitive around his head, flinches when petted near ears."
Abdominal ultrasound shows hyperechoic pancreas with surrounding mesenteric reaction. No obvious foreign body or mass.,Digestive Issues,Clinical Notes,Abdominal ultrasound shows hyperechoic pancreas with surrounding mesenteric reaction. No obvious foreign body or mass.
Lateral ear resection discussed as potential surgical option to improve ventilation.,Ear Infections,Clinical Notes,Lateral ear resection discussed as potential surgical option to improve ventilation.
Ensure owner understands chronicity and need for ongoing management in many cases.,Ear Infections,Clinical Notes,Ensure owner understands chronicity and need for ongoing management in many cases.
Fecal smear/flotation positive for Giardia cysts/trophozoites.,Parasites,Clinical Notes,Fecal smear/flotation positive for Giardia cysts/trophozoites.
My dog has diarrhea every time he gets stressed.,Digestive Issues,Owner Observation,My dog has diarrhea every time he gets stressed.
My cat vomited part of a houseplant leaf.,Digestive Issues,Owner Observation,My cat vomited part of a houseplant leaf.
Saw bright red blood coating my dog's otherwise normal stool.,Digestive Issues,Owner Observation,Saw bright red blood coating my dog's otherwise normal stool.
Marked crepitus and decreased range of motion in left stifle; suspect severe OA.,Mobility Problems,Clinical Notes,Marked crepitus and decreased range of motion in left stifle; suspect severe OA.
My Dachshund has back problems (IVDD).,Mobility Problems,Owner Observation,My Dachshund has back problems (IVDD).
Cat hasn't touched her food in over 24 hours.,Digestive Issues,Owner Observation,Cat hasn't touched her food in over 24 hours.
Culture and sensitivity results: Staphylococcus pseudintermedius sensitive to cephalexin.,Skin Irritations,Clinical Notes,Culture and sensitivity results: Staphylococcus pseudintermedius sensitive to cephalexin.
My cat keeps getting tapeworms even though I treat her.,Parasites,Owner Observation,My cat keeps getting tapeworms even though I treat her.
"My rabbit has white, flaky material inside the ear canals.",Ear Infections,Owner Observation,"My rabbit has white, flaky material inside the ear canals."
My dog's gait looks wobbly or uncoordinated.,Mobility Problems,Owner Observation,My dog's gait looks wobbly or uncoordinated.
"Dog has chronic itching, mostly involving feet, face, and ears.",Skin Irritations,Owner Observation,"Dog has chronic itching, mostly involving feet, face, and ears."
My rabbit has maggots visible near its hind end.,Parasites,Owner Observation,My rabbit has maggots visible near its hind end.
My cat has recurrent ear mite infestations.,Parasites,Owner Observation,My cat has recurrent ear mite infestations.
"Culture result: MRSP (Methicillin-Resistant Staph pseudintermedius). Treat based on sensitivity (e.g., chloramphenicol, doxycycline).",Ear Infections,Clinical Notes,"Culture result: MRSP (Methicillin-Resistant Staph pseudintermedius). Treat based on sensitivity (e.g., chloramphenicol, doxycycline)."
Use caution with ivermectin in collie-type breeds; check MDR1 status if possible.,Parasites,Clinical Notes,Use caution with ivermectin in collie-type breeds; check MDR1 status if possible.
Puppy is being treated for scabies (Sarcoptic mange).,Parasites,Owner Observation,Puppy is being treated for scabies (Sarcoptic mange).
Dog has a growth or polyp visible inside the ear canal.,Ear Infections,Owner Observation,Dog has a growth or polyp visible inside the ear canal.
"Acral lick dermatitis on left carpus; address underlying cause (allergy, pain, anxiety) and prevent licking (E-collar).",Skin Irritations,Clinical Notes,"Acral lick dermatitis on left carpus; address underlying cause (allergy, pain, anxiety) and prevent licking (E-collar)."
My dog was diagnosed with arthritis in his hips and knees.,Mobility Problems,Owner Observation,My dog was diagnosed with arthritis in his hips and knees.
Rabbit has lost fur on its nose.,Parasites,Owner Observation,Rabbit has lost fur on its nose.
"Cat is constipated, passing very hard, dry stools.",Digestive Issues,Owner Observation,"Cat is constipated, passing very hard, dry stools."
Cheyletiella mites ('walking dandruff') identified via acetate tape preparation.,Parasites,Clinical Notes,Cheyletiella mites ('walking dandruff') identified via acetate tape preparation.
My hamster seems to have greasy fur and is losing hair on its back.,Skin Irritations,Owner Observation,My hamster seems to have greasy fur and is losing hair on its back.
"Rule out GI neoplasia (adenocarcinoma, lymphoma, leiomyosarcoma) in older patient with weight loss, vomiting, or diarrhea.",Digestive Issues,Clinical Notes,"Rule out GI neoplasia (adenocarcinoma, lymphoma, leiomyosarcoma) in older patient with weight loss, vomiting, or diarrhea."
Skin scrape positive for Demodex mites; initiate ivermectin therapy.,Skin Irritations,Clinical Notes,Skin scrape positive for Demodex mites; initiate ivermectin therapy.
"Dog has a persistent cough, vet is testing for heartworm.",Parasites,Owner Observation,"Dog has a persistent cough, vet is testing for heartworm."
"Dog has black spots appearing on his skin, mostly on the belly.",Skin Irritations,Owner Observation,"Dog has black spots appearing on his skin, mostly on the belly."
Pediculosis (lice infestation) confirmed; treat with appropriate insecticide.,Parasites,Clinical Notes,Pediculosis (lice infestation) confirmed; treat with appropriate insecticide.
"Marked pedal erythema and pruritus; suspect pododermatitis, possible allergic component.",Skin Irritations,Clinical Notes,"Marked pedal erythema and pruritus; suspect pododermatitis, possible allergic component."
My kitten has lost the fur on the bridge of her nose.,Skin Irritations,Owner Observation,My kitten has lost the fur on the bridge of her nose.
"Exfoliative dermatitis; consider differentials including sebaceous adenitis, ichthyosis, lymphoma.",Skin Irritations,Clinical Notes,"Exfoliative dermatitis; consider differentials including sebaceous adenitis, ichthyosis, lymphoma."
Babesia canis identified via PCR. Treatment options discussed (imidocarb dipropionate).,Parasites,Clinical Notes,Babesia canis identified via PCR. Treatment options discussed (imidocarb dipropionate).
Dog is straining to vomit (retching) without producing anything.,Digestive Issues,Owner Observation,Dog is straining to vomit (retching) without producing anything.
Multiple comedones present; suggests endocrine or keratinization defect.,Skin Irritations,Clinical Notes,Multiple comedones present; suggests endocrine or keratinization defect.
My rabbit has ear canker (mites).,Parasites,Owner Observation,My rabbit has ear canker (mites).
Erythema multiforme suspected; search for potential drug reaction or infectious trigger.,Skin Irritations,Clinical Notes,Erythema multiforme suspected; search for potential drug reaction or infectious trigger.
Cellulitis developing secondary to puncture wound; start broad-spectrum antibiotics.,Skin Irritations,Clinical Notes,Cellulitis developing secondary to puncture wound; start broad-spectrum antibiotics.
Ferret has lost significant weight recently.,Digestive Issues,Owner Observation,Ferret has lost significant weight recently.
Salmonella ruled out via fecal culture.,Digestive Issues,Clinical Notes,Salmonella ruled out via fecal culture.
"Instill long-acting ear medication (e.g., Claro, Osurnia) in clinic.",Ear Infections,Clinical Notes,"Instill long-acting ear medication (e.g., Claro, Osurnia) in clinic."
Rule out Taenia vs. Dipylidium tapeworms based on history (hunting vs. fleas).,Parasites,Clinical Notes,Rule out Taenia vs. Dipylidium tapeworms based on history (hunting vs. fleas).
My dog tore his cruciate ligament (CCL/ACL).,Mobility Problems,Owner Observation,My dog tore his cruciate ligament (CCL/ACL).
Deep skin scraping negative for Demodex mites; surface scraping negative for Sarcoptes.,Skin Irritations,Clinical Notes,Deep skin scraping negative for Demodex mites; surface scraping negative for Sarcoptes.
Patient presents with anorexia and lethargy x 48 hours. Dehydration estimated at 5%.,Digestive Issues,Clinical Notes,Patient presents with anorexia and lethargy x 48 hours. Dehydration estimated at 5%.
"Conservative management of CCL tear (rest, NSAIDs, rehab) discussed as alternative to surgery.",Mobility Problems,Clinical Notes,"Conservative management of CCL tear (rest, NSAIDs, rehab) discussed as alternative to surgery."
Pet’s ears are swollen and have a rancid odor.,Ear Infections,Owner Observation,Pet’s ears are swollen and have a rancid odor.
"Cat has scabs all over her body, especially her back and neck.",Parasites,Owner Observation,"Cat has scabs all over her body, especially her back and neck."
Dog has generalized demodicosis.,Parasites,Owner Observation,Dog has generalized demodicosis.
Confine patient to safe area if experiencing severe ataxia.,Ear Infections,Clinical Notes,Confine patient to safe area if experiencing severe ataxia.
Discuss prognosis based on diagnosis.,Mobility Problems,Clinical Notes,Discuss prognosis based on diagnosis.
My older dog is constipated and strains to defecate.,Digestive Issues,Owner Observation,My older dog is constipated and strains to defecate.
"Discontinue potentially offending medication (e.g., new antibiotic) and monitor for resolution of GI signs.",Digestive Issues,Clinical Notes,"Discontinue potentially offending medication (e.g., new antibiotic) and monitor for resolution of GI signs."
Dog ate something from the trash and now has explosive diarrhea.,Digestive Issues,Owner Observation,Dog ate something from the trash and now has explosive diarrhea.
Noticed bright red blood streaks in my cat's poop.,Digestive Issues,Owner Observation,Noticed bright red blood streaks in my cat's poop.
"Puppy has developed a circular, hairless lesion on its head.",Skin Irritations,Owner Observation,"Puppy has developed a circular, hairless lesion on its head."
Cat developed a sudden head tilt overnight.,Ear Infections,Owner Observation,Cat developed a sudden head tilt overnight.
My rabbit has pus coming from its eye on the same side as the ear problem.,Ear Infections,Owner Observation,My rabbit has pus coming from its eye on the same side as the ear problem.
Evaluate conformation of ear canal (stenotic breeds).,Ear Infections,Clinical Notes,Evaluate conformation of ear canal (stenotic breeds).
Cat seems painful in her abdomen when I pick her up.,Digestive Issues,Owner Observation,Cat seems painful in her abdomen when I pick her up.
Zinc-responsive dermatosis suspected in husky; recommend zinc supplementation.,Skin Irritations,Clinical Notes,Zinc-responsive dermatosis suspected in husky; recommend zinc supplementation.
My cat has developed bald patches behind her ears.,Skin Irritations,Owner Observation,My cat has developed bald patches behind her ears.
Rabbit has matted fur on its hind end with irritated skin underneath.,Skin Irritations,Owner Observation,Rabbit has matted fur on its hind end with irritated skin underneath.
My hamster has developed a lump under its skin.,Skin Irritations,Owner Observation,My hamster has developed a lump under its skin.
Cat has excessive flatulence and occasional vomiting.,Digestive Issues,Owner Observation,Cat has excessive flatulence and occasional vomiting.
Fecal flotation positive for Trichuris vulpis (whipworm) eggs.,Parasites,Clinical Notes,Fecal flotation positive for Trichuris vulpis (whipworm) eggs.
My cat has roundworms visible in her stool.,Parasites,Owner Observation,My cat has roundworms visible in her stool.
Histoplasmosis can cause chronic large bowel diarrhea.,Digestive Issues,Clinical Notes,Histoplasmosis can cause chronic large bowel diarrhea.
"Advise thorough environmental decontamination for fleas (vacuuming, washing bedding, IGR premise spray).",Parasites,Clinical Notes,"Advise thorough environmental decontamination for fleas (vacuuming, washing bedding, IGR premise spray)."
"Dog is scratching himself raw, especially on his chest and belly.",Parasites,Owner Observation,"Dog is scratching himself raw, especially on his chest and belly."
History of dietary indiscretion (garbage ingestion).,Digestive Issues,Clinical Notes,History of dietary indiscretion (garbage ingestion).
"Suspect otitis media/interna AS based on persistent head tilt, nystagmus, and pain on bulla palpation.",Ear Infections,Clinical Notes,"Suspect otitis media/interna AS based on persistent head tilt, nystagmus, and pain on bulla palpation."
