text,condition,record_type,clean_text
"Dog is chewing his hindquarters raw, right above the tail.",Skin Irritations,Owner Observation,"Dog is chewing his hindquarters raw, right above the tail."
"Dog has hearing loss in one ear due to chronic, untreated infections.",Ear Infections,Owner Observation,"Dog has hearing loss in one ear due to chronic, untreated infections."
"Guinea pig has white, dust-like particles in its fur.",Parasites,Owner Observation,"Guinea pig has white, dust-like particles in its fur."
"My dog's stomach is making loud gurgling noises, and he seems uncomfortable.",Digestive Issues,Owner Observation,"My dog's stomach is making loud gurgling noises, and he seems uncomfortable."
My dog shakes his head mostly right after he gets up from sleeping.,Ear Infections,Owner Observation,My dog shakes his head mostly right after he gets up from sleeping.
Cat has neurological signs attributed to a middle ear infection.,Ear Infections,Owner Observation,Cat has neurological signs attributed to a middle ear infection.
"Puppy has a dull, rough coat and seems underweight.",Parasites,Owner Observation,"Puppy has a dull, rough coat and seems underweight."
Dog has a bad smell from his skin folds.,Skin Irritations,Owner Observation,Dog has a bad smell from his skin folds.
Rabbit is reluctant to move.,Ear Infections,Owner Observation,Rabbit is reluctant to move.
"Puppy vomited his dinner whole, hours after eating.",Digestive Issues,Owner Observation,"Puppy vomited his dinner whole, hours after eating."
My cat is drooling a lot and seems to have trouble swallowing.,Digestive Issues,Owner Observation,My cat is drooling a lot and seems to have trouble swallowing.
"Ferret has very dry, flaky skin all over.",Skin Irritations,Owner Observation,"Ferret has very dry, flaky skin all over."
Rabbit fecal shows pinworm eggs (Passalurus ambiguus).,Parasites,Owner Observation,Rabbit fecal shows pinworm eggs (Passalurus ambiguus).
"Cat suddenly lost use of her back legs, they feel cold.",Mobility Problems,Owner Observation,"Cat suddenly lost use of her back legs, they feel cold."
Puppy is underweight for his breed and has chronic loose stool.,Digestive Issues,Owner Observation,Puppy is underweight for his breed and has chronic loose stool.
Dog gets intensely itchy and breaks out in hives after just one flea bite.,Parasites,Owner Observation,Dog gets intensely itchy and breaks out in hives after just one flea bite.
My puppy whines and pulls away when I try to touch his ears.,Ear Infections,Owner Observation,My puppy whines and pulls away when I try to touch his ears.
"Cat shakes her head a lot and there's dark, crumbly stuff in her ears.",Parasites,Owner Observation,"Cat shakes her head a lot and there's dark, crumbly stuff in her ears."
My rabbit has thick white crusts inside its ears.,Parasites,Owner Observation,My rabbit has thick white crusts inside its ears.
My puppy was dewormed but still has occasional diarrhea.,Parasites,Owner Observation,My puppy was dewormed but still has occasional diarrhea.
"My dog has developed skin tags, especially on his chest and legs.",Skin Irritations,Owner Observation,"My dog has developed skin tags, especially on his chest and legs."
My dog has developed a growth on his eyelid margin.,Skin Irritations,Owner Observation,My dog has developed a growth on his eyelid margin.
Found things that look like dried rice stuck near my dog's butt.,Parasites,Owner Observation,Found things that look like dried rice stuck near my dog's butt.
"Cat has a poor appetite, which might be due to chronic joint pain.",Mobility Problems,Owner Observation,"Cat has a poor appetite, which might be due to chronic joint pain."
"My cat vomits clear or white foam, usually in the morning.",Digestive Issues,Owner Observation,"My cat vomits clear or white foam, usually in the morning."
"Cat finally coughed up a huge, dense hairball.",Digestive Issues,Owner Observation,"Cat finally coughed up a huge, dense hairball."
My cat has dandruff-like flakes all over her black fur.,Skin Irritations,Owner Observation,My cat has dandruff-like flakes all over her black fur.
My cat vomited something that looked like a grain of rice.,Parasites,Owner Observation,My cat vomited something that looked like a grain of rice.
"My cat vomits white foam occasionally, unrelated to meals.",Digestive Issues,Owner Observation,"My cat vomits white foam occasionally, unrelated to meals."
My dog's ear infection spread to the other ear.,Ear Infections,Owner Observation,My dog's ear infection spread to the other ear.
"Rabbit isn't using its litter box, just staying in one spot.",Mobility Problems,Owner Observation,"Rabbit isn't using its litter box, just staying in one spot."
My cat started shaking her head right after coming back from the groomer.,Ear Infections,Owner Observation,My cat started shaking her head right after coming back from the groomer.
"My ferret is grinding its teeth and has dark, tarry stools.",Digestive Issues,Owner Observation,"My ferret is grinding its teeth and has dark, tarry stools."
Rabbit struggles and seems painful when I try to pick it up.,Mobility Problems,Owner Observation,Rabbit struggles and seems painful when I try to pick it up.
"Puppy has small, pus-filled bumps on his belly and groin.",Skin Irritations,Owner Observation,"Puppy has small, pus-filled bumps on his belly and groin."
Rabbit's belly feels hard and distended.,Digestive Issues,Owner Observation,Rabbit's belly feels hard and distended.
Dog's ear canal bleeds when I try to clean it gently.,Ear Infections,Owner Observation,Dog's ear canal bleeds when I try to clean it gently.
"My cat's ears have a really strong, yeasty smell.",Ear Infections,Owner Observation,"My cat's ears have a really strong, yeasty smell."
Cat flinches and tensees up when I touch her belly.,Digestive Issues,Owner Observation,Cat flinches and tensees up when I touch her belly.
My dog slipped a disc and needs crate rest.,Mobility Problems,Owner Observation,My dog slipped a disc and needs crate rest.
My dog's hips make a popping sound when he walks.,Mobility Problems,Owner Observation,My dog's hips make a popping sound when he walks.
My rabbit's ear is drooping.,Ear Infections,Owner Observation,My rabbit's ear is drooping.
Puppy's ears feel warmer than the rest of his body.,Ear Infections,Owner Observation,Puppy's ears feel warmer than the rest of his body.
My dog won't stop shaking his head and flapping his ears.,Ear Infections,Owner Observation,My dog won't stop shaking his head and flapping his ears.
Cat no longer jumps up onto counters or windowsills.,Mobility Problems,Owner Observation,Cat no longer jumps up onto counters or windowsills.
My rabbit is producing 'string of pearls' feces (hair linked together).,Digestive Issues,Owner Observation,My rabbit is producing 'string of pearls' feces (hair linked together).
My ferret seems lethargic because of the ear issue.,Ear Infections,Owner Observation,My ferret seems lethargic because of the ear issue.
My puppy might have a foxtail or grass seed stuck down in his ear.,Ear Infections,Owner Observation,My puppy might have a foxtail or grass seed stuck down in his ear.
My ferret has scabs around its neck and shoulders.,Skin Irritations,Owner Observation,My ferret has scabs around its neck and shoulders.
My dog's back seems hunched or arched.,Mobility Problems,Owner Observation,My dog's back seems hunched or arched.
My dog has a sudden inability to walk (paralysis).,Mobility Problems,Owner Observation,My dog has a sudden inability to walk (paralysis).
"Rabbit seems depressed and isn't eating much, maybe pain related.",Mobility Problems,Owner Observation,"Rabbit seems depressed and isn't eating much, maybe pain related."
My dog avoids the hardwood floors and prefers rugs.,Mobility Problems,Owner Observation,My dog avoids the hardwood floors and prefers rugs.
Puppy has Demodex mites causing localized hair loss.,Parasites,Owner Observation,Puppy has Demodex mites causing localized hair loss.
Cat has suddenly become very picky about food.,Digestive Issues,Owner Observation,Cat has suddenly become very picky about food.
My dog has a decreased appetite and seems generally unwell.,Digestive Issues,Owner Observation,My dog has a decreased appetite and seems generally unwell.
My cat has tapeworm segments appearing intermittently.,Parasites,Owner Observation,My cat has tapeworm segments appearing intermittently.
"My dog pants excessively, even when resting.",Mobility Problems,Owner Observation,"My dog pants excessively, even when resting."
My dog's tail has become completely bald (rat tail).,Skin Irritations,Owner Observation,My dog's tail has become completely bald (rat tail).
"Noticed a small, wart-like growth on my dog's eyelid.",Skin Irritations,Owner Observation,"Noticed a small, wart-like growth on my dog's eyelid."
My dog's nose leather is cracked and dry.,Skin Irritations,Owner Observation,My dog's nose leather is cracked and dry.
"Kitten is sneezing frequently, could it be a nasal parasite?",Parasites,Owner Observation,"Kitten is sneezing frequently, could it be a nasal parasite?"
My cat is walking with her head tilted sharply to the right.,Ear Infections,Owner Observation,My cat is walking with her head tilted sharply to the right.
Cat growls or hisses when I try to pet her lower back or hips.,Mobility Problems,Owner Observation,Cat growls or hisses when I try to pet her lower back or hips.
Ferret has lost almost all the hair on its tail.,Skin Irritations,Owner Observation,Ferret has lost almost all the hair on its tail.
Puppy vomited a piece of a toy.,Digestive Issues,Owner Observation,Puppy vomited a piece of a toy.
My rabbit’s hind legs shake when hopping.,Mobility Problems,Owner Observation,My rabbit’s hind legs shake when hopping.
My rabbit is producing fecal pellets linked by strands of hair.,Digestive Issues,Owner Observation,My rabbit is producing fecal pellets linked by strands of hair.
"My rabbit is stretching out frequently, looks uncomfortable.",Digestive Issues,Owner Observation,"My rabbit is stretching out frequently, looks uncomfortable."
"Dog has red bumps all over his belly, and I found black 'dirt' that smears red.",Parasites,Owner Observation,"Dog has red bumps all over his belly, and I found black 'dirt' that smears red."
Rabbit has crusting and hair loss around the ear base.,Ear Infections,Owner Observation,Rabbit has crusting and hair loss around the ear base.
Cat has vestibular signs that started suddenly.,Ear Infections,Owner Observation,Cat has vestibular signs that started suddenly.
My cat has resistant ear mites.,Parasites,Owner Observation,My cat has resistant ear mites.
My puppy has floppy ears that don't get much air circulation.,Ear Infections,Owner Observation,My puppy has floppy ears that don't get much air circulation.
My dog has allergies and gets ear infections frequently.,Ear Infections,Owner Observation,My dog has allergies and gets ear infections frequently.
My guinea pig’s ears have dark wax and smell bad.,Ear Infections,Owner Observation,My guinea pig’s ears have dark wax and smell bad.
My dog has Lyme arthritis causing lameness that shifts legs.,Mobility Problems,Owner Observation,My dog has Lyme arthritis causing lameness that shifts legs.
"My Doberman has Wobbler's, causing a clumsy gait.",Mobility Problems,Owner Observation,"My Doberman has Wobbler's, causing a clumsy gait."
"My dog had an infection in one ear, now the other one seems affected too.",Ear Infections,Owner Observation,"My dog had an infection in one ear, now the other one seems affected too."
"My ferret is lethargic and passing dark, sticky feces.",Digestive Issues,Owner Observation,"My ferret is lethargic and passing dark, sticky feces."
"My cat hunts mice, should I be worried about worms?",Parasites,Owner Observation,"My cat hunts mice, should I be worried about worms?"
My dog has heartworm condition and needs treatment.,Parasites,Owner Observation,My dog has heartworm condition and needs treatment.
My puppy's ears need regular cleaning to prevent issues.,Ear Infections,Owner Observation,My puppy's ears need regular cleaning to prevent issues.
My cat has inflammation deep in the ear canal.,Ear Infections,Owner Observation,My cat has inflammation deep in the ear canal.
My bird is plucking its own feathers out.,Parasites,Owner Observation,My bird is plucking its own feathers out.
Rabbit has Passalurus ambiguus (pinworms).,Parasites,Owner Observation,Rabbit has Passalurus ambiguus (pinworms).
My indoor-only cat somehow got fleas.,Parasites,Owner Observation,My indoor-only cat somehow got fleas.
"My cat has intermittent constipation, goes several days without defecating.",Digestive Issues,Owner Observation,"My cat has intermittent constipation, goes several days without defecating."
My dog has dandruff-like scales along his back.,Parasites,Owner Observation,My dog has dandruff-like scales along his back.
My cat's skin irritation (miliary dermatitis) is caused by fleas.,Parasites,Owner Observation,My cat's skin irritation (miliary dermatitis) is caused by fleas.
My hamster has diarrhea and a wet tail area.,Digestive Issues,Owner Observation,My hamster has diarrhea and a wet tail area.
"My dog's breath smells unusually foul, almost like sewage.",Digestive Issues,Owner Observation,"My dog's breath smells unusually foul, almost like sewage."
My dog has progressive hind limb weakness diagnosed as DM.,Mobility Problems,Owner Observation,My dog has progressive hind limb weakness diagnosed as DM.
Pet’s belly is distended and he’s lethargic.,Digestive Issues,Owner Observation,Pet’s belly is distended and he’s lethargic.
"My rabbit has thick, honey-colored crusts filling its ear canals.",Parasites,Owner Observation,"My rabbit has thick, honey-colored crusts filling its ear canals."
"My cat has Toxoplasma antibodies, need to discuss risks.",Parasites,Owner Observation,"My cat has Toxoplasma antibodies, need to discuss risks."
My rabbit's appetite has slowly decreased over several days.,Digestive Issues,Owner Observation,My rabbit's appetite has slowly decreased over several days.
My dog injured his back (IVDD) and requires strict rest.,Mobility Problems,Owner Observation,My dog injured his back (IVDD) and requires strict rest.
Ferret is scratching under its arms.,Skin Irritations,Owner Observation,Ferret is scratching under its arms.
Kitten still has diarrhea despite multiple deworming treatments.,Parasites,Owner Observation,Kitten still has diarrhea despite multiple deworming treatments.
"Dog coughs sometimes, vet mentioned possible heartworm or lungworm.",Parasites,Owner Observation,"Dog coughs sometimes, vet mentioned possible heartworm or lungworm."
"Dog shivers or trembles, seems like he's in pain.",Mobility Problems,Owner Observation,"Dog shivers or trembles, seems like he's in pain."
Cat has arthritis secondary to previous injury.,Mobility Problems,Owner Observation,Cat has arthritis secondary to previous injury.
"Kitten has severe, bloody diarrhea caused by Coccidia.",Parasites,Owner Observation,"Kitten has severe, bloody diarrhea caused by Coccidia."
Cat has shown no interest in food for 24 hours.,Digestive Issues,Owner Observation,Cat has shown no interest in food for 24 hours.
Ferret has thinning fur overall.,Skin Irritations,Owner Observation,Ferret has thinning fur overall.
My cat seems off balance and walks in circles sometimes.,Ear Infections,Owner Observation,My cat seems off balance and walks in circles sometimes.
"My rabbit has soft, unformed droppings instead of normal pellets.",Digestive Issues,Owner Observation,"My rabbit has soft, unformed droppings instead of normal pellets."
Cat shows pain when her spine is gently pressed.,Mobility Problems,Owner Observation,Cat shows pain when her spine is gently pressed.
"My rabbit's fur looks like it has dandruff, but the flakes are moving!",Parasites,Owner Observation,"My rabbit's fur looks like it has dandruff, but the flakes are moving!"
Cat is hiding more and interacting less.,Mobility Problems,Owner Observation,Cat is hiding more and interacting less.
My cat started peeing next to the litter box instead of climbing in.,Mobility Problems,Owner Observation,My cat started peeing next to the litter box instead of climbing in.
My cat was diagnosed with lungworm after chronic respiratory signs.,Parasites,Owner Observation,My cat was diagnosed with lungworm after chronic respiratory signs.
"Guinea pig has lice, visible as small white dots.",Parasites,Owner Observation,"Guinea pig has lice, visible as small white dots."
Guinea pig has dandruff that seems to be moving.,Parasites,Owner Observation,Guinea pig has dandruff that seems to be moving.
My rabbit vomited a small amount of green fluid.,Digestive Issues,Owner Observation,My rabbit vomited a small amount of green fluid.
Dog has swimmer's ear.,Ear Infections,Owner Observation,Dog has swimmer's ear.
My dog gets ear infections every summer after swimming in the lake.,Ear Infections,Owner Observation,My dog gets ear infections every summer after swimming in the lake.
Ferret has diarrhea and is dehydrated.,Digestive Issues,Owner Observation,Ferret has diarrhea and is dehydrated.
My dog has Ehrlichia from a tick.,Parasites,Owner Observation,My dog has Ehrlichia from a tick.
"My cat had ear polyps removed before, worried they are back.",Ear Infections,Owner Observation,"My cat had ear polyps removed before, worried they are back."
My puppy had roundworms treated but still has diarrhea.,Parasites,Owner Observation,My puppy had roundworms treated but still has diarrhea.
Found a flea on myself after petting the cat.,Parasites,Owner Observation,Found a flea on myself after petting the cat.
My cat has sores appearing on her paw pads.,Skin Irritations,Owner Observation,My cat has sores appearing on her paw pads.
My dog's knees look puffy and feel warm.,Mobility Problems,Owner Observation,My dog's knees look puffy and feel warm.
Puppy has redness and irritation around his genitals.,Skin Irritations,Owner Observation,Puppy has redness and irritation around his genitals.
Cat has pain when her spine is palpated.,Mobility Problems,Owner Observation,Cat has pain when her spine is palpated.
Dog has developed hives all over his body after rolling in the grass.,Skin Irritations,Owner Observation,Dog has developed hives all over his body after rolling in the grass.
My dog pants heavily even when resting indoors.,Mobility Problems,Owner Observation,My dog pants heavily even when resting indoors.
My dog's back legs seem weak and sometimes give out.,Mobility Problems,Owner Observation,My dog's back legs seem weak and sometimes give out.
Cat has diarrhea after getting into the dog's food.,Digestive Issues,Owner Observation,Cat has diarrhea after getting into the dog's food.
Guinea pig has flaky skin and hair loss on its rump.,Skin Irritations,Owner Observation,Guinea pig has flaky skin and hair loss on its rump.
My guinea pig's droppings are much smaller and fewer than usual.,Digestive Issues,Owner Observation,My guinea pig's droppings are much smaller and fewer than usual.
My dog has blackheads and pimples on his muzzle.,Skin Irritations,Owner Observation,My dog has blackheads and pimples on his muzzle.
Cat has vomited multiple times in the last hour.,Digestive Issues,Owner Observation,Cat has vomited multiple times in the last hour.
My rabbit has crusty sores around its nose and mouth.,Skin Irritations,Owner Observation,My rabbit has crusty sores around its nose and mouth.
Guinea pig is losing weight and has diarrhea.,Digestive Issues,Owner Observation,Guinea pig is losing weight and has diarrhea.
"My dog licks his paws raw, vet mentioned possible mites.",Parasites,Owner Observation,"My dog licks his paws raw, vet mentioned possible mites."
My dog begs for food but then walks away when I offer it.,Digestive Issues,Owner Observation,My dog begs for food but then walks away when I offer it.
Cat's skin seems very thin and tears easily.,Skin Irritations,Owner Observation,Cat's skin seems very thin and tears easily.
"My dog is frantically chewing at his hind end, and I see little black specks in his fur.",Parasites,Owner Observation,"My dog is frantically chewing at his hind end, and I see little black specks in his fur."
There's yellowish pus draining from my puppy's ear.,Ear Infections,Owner Observation,There's yellowish pus draining from my puppy's ear.
My dog has patellar luxation (kneecap slips).,Mobility Problems,Owner Observation,My dog has patellar luxation (kneecap slips).
Dog has hair loss in a pattern that follows the leash/collar line.,Skin Irritations,Owner Observation,Dog has hair loss in a pattern that follows the leash/collar line.
Puppy's ears always seem damp and dirty inside.,Ear Infections,Owner Observation,Puppy's ears always seem damp and dirty inside.
"My dog licks his front paws incessantly, vet mentioned possible Demodex.",Parasites,Owner Observation,"My dog licks his front paws incessantly, vet mentioned possible Demodex."
Cat spends most of her time sleeping in secluded spots.,Mobility Problems,Owner Observation,Cat spends most of her time sleeping in secluded spots.
My dog has degenerative myelopathy (DM).,Mobility Problems,Owner Observation,My dog has degenerative myelopathy (DM).
"My dog just seems 'off' - lethargic, poor appetite.",Digestive Issues,Owner Observation,"My dog just seems 'off' - lethargic, poor appetite."
Dog's skin is sensitive to touch in certain areas.,Skin Irritations,Owner Observation,Dog's skin is sensitive to touch in certain areas.
Guinea pig hasn't produced any droppings in 24 hours.,Digestive Issues,Owner Observation,Guinea pig hasn't produced any droppings in 24 hours.
"Kitten has flaky skin, like bad dandruff.",Skin Irritations,Owner Observation,"Kitten has flaky skin, like bad dandruff."
"Cat is excessively grooming her belly, making it bald.",Parasites,Owner Observation,"Cat is excessively grooming her belly, making it bald."
My Siamese cat is developing crusty lesions on her ear tips and nose.,Skin Irritations,Owner Observation,My Siamese cat is developing crusty lesions on her ear tips and nose.
"Rabbit has lost fur on its nose, looks sore.",Parasites,Owner Observation,"Rabbit has lost fur on its nose, looks sore."
"My hamster is scratching a lot and has dry, flaky skin.",Parasites,Owner Observation,"My hamster is scratching a lot and has dry, flaky skin."
"Rabbit is only eating greens, refusing hay.",Digestive Issues,Owner Observation,"Rabbit is only eating greens, refusing hay."
Rabbit has become incontinent (urine and feces).,Mobility Problems,Owner Observation,Rabbit has become incontinent (urine and feces).
"Dog has pale, clay-colored stools.",Digestive Issues,Owner Observation,"Dog has pale, clay-colored stools."
Ferret is walking with a stiff gait.,Mobility Problems,Owner Observation,Ferret is walking with a stiff gait.
Puppy constantly has dirty ears despite regular cleaning.,Ear Infections,Owner Observation,Puppy constantly has dirty ears despite regular cleaning.
My rabbit shakes its head frequently.,Ear Infections,Owner Observation,My rabbit shakes its head frequently.
My cat has Giardia and needs medication.,Parasites,Owner Observation,My cat has Giardia and needs medication.
My hamster's droppings are stuck together.,Digestive Issues,Owner Observation,My hamster's droppings are stuck together.
"Found a long, segmented worm in the dog's stool this morning.",Parasites,Owner Observation,"Found a long, segmented worm in the dog's stool this morning."
"Dog seems nauseous (drooling, lip smacking) and refused his favorite treat.",Digestive Issues,Owner Observation,"Dog seems nauseous (drooling, lip smacking) and refused his favorite treat."
"Cat has tiny scabs all over her back, feels like sandpaper.",Parasites,Owner Observation,"Cat has tiny scabs all over her back, feels like sandpaper."
"Cat has chronic intermittent vomiting, maybe once or twice a week.",Digestive Issues,Owner Observation,"Cat has chronic intermittent vomiting, maybe once or twice a week."
My ferret seems generally unwell since the ear problem started.,Ear Infections,Owner Observation,My ferret seems generally unwell since the ear problem started.
My puppy has had soft stools since we adopted him from the shelter.,Digestive Issues,Owner Observation,My puppy has had soft stools since we adopted him from the shelter.
Rabbit seems unable to move its hind legs properly.,Mobility Problems,Owner Observation,Rabbit seems unable to move its hind legs properly.
My dog has Lyme condition causing shifting leg lameness.,Mobility Problems,Owner Observation,My dog has Lyme condition causing shifting leg lameness.
My rabbit keeps shaking its head back and forth.,Ear Infections,Owner Observation,My rabbit keeps shaking its head back and forth.
"My dog seems sensitive around his head, flinches when petted near ears.",Ear Infections,Owner Observation,"My dog seems sensitive around his head, flinches when petted near ears."
My dog has diarrhea every time he gets stressed.,Digestive Issues,Owner Observation,My dog has diarrhea every time he gets stressed.
My cat vomited part of a houseplant leaf.,Digestive Issues,Owner Observation,My cat vomited part of a houseplant leaf.
Saw bright red blood coating my dog's otherwise normal stool.,Digestive Issues,Owner Observation,Saw bright red blood coating my dog's otherwise normal stool.
My Dachshund has back problems (IVDD).,Mobility Problems,Owner Observation,My Dachshund has back problems (IVDD).
Cat hasn't touched her food in over 24 hours.,Digestive Issues,Owner Observation,Cat hasn't touched her food in over 24 hours.
My cat keeps getting tapeworms even though I treat her.,Parasites,Owner Observation,My cat keeps getting tapeworms even though I treat her.
"My rabbit has white, flaky material inside the ear canals.",Ear Infections,Owner Observation,"My rabbit has white, flaky material inside the ear canals."
My dog's gait looks wobbly or uncoordinated.,Mobility Problems,Owner Observation,My dog's gait looks wobbly or uncoordinated.
"Dog has chronic itching, mostly involving feet, face, and ears.",Skin Irritations,Owner Observation,"Dog has chronic itching, mostly involving feet, face, and ears."
My rabbit has maggots visible near its hind end.,Parasites,Owner Observation,My rabbit has maggots visible near its hind end.
My cat has recurrent ear mite infestations.,Parasites,Owner Observation,My cat has recurrent ear mite infestations.
Puppy is being treated for scabies (Sarcoptic mange).,Parasites,Owner Observation,Puppy is being treated for scabies (Sarcoptic mange).
Dog has a growth or polyp visible inside the ear canal.,Ear Infections,Owner Observation,Dog has a growth or polyp visible inside the ear canal.
My dog was diagnosed with arthritis in his hips and knees.,Mobility Problems,Owner Observation,My dog was diagnosed with arthritis in his hips and knees.
Rabbit has lost fur on its nose.,Parasites,Owner Observation,Rabbit has lost fur on its nose.
"Cat is constipated, passing very hard, dry stools.",Digestive Issues,Owner Observation,"Cat is constipated, passing very hard, dry stools."
My hamster seems to have greasy fur and is losing hair on its back.,Skin Irritations,Owner Observation,My hamster seems to have greasy fur and is losing hair on its back.
"Dog has a persistent cough, vet is testing for heartworm.",Parasites,Owner Observation,"Dog has a persistent cough, vet is testing for heartworm."
"Dog has black spots appearing on his skin, mostly on the belly.",Skin Irritations,Owner Observation,"Dog has black spots appearing on his skin, mostly on the belly."
My kitten has lost the fur on the bridge of her nose.,Skin Irritations,Owner Observation,My kitten has lost the fur on the bridge of her nose.
Dog is straining to vomit (retching) without producing anything.,Digestive Issues,Owner Observation,Dog is straining to vomit (retching) without producing anything.
My rabbit has ear canker (mites).,Parasites,Owner Observation,My rabbit has ear canker (mites).
Ferret has lost significant weight recently.,Digestive Issues,Owner Observation,Ferret has lost significant weight recently.
My dog tore his cruciate ligament (CCL/ACL).,Mobility Problems,Owner Observation,My dog tore his cruciate ligament (CCL/ACL).
Pet’s ears are swollen and have a rancid odor.,Ear Infections,Owner Observation,Pet’s ears are swollen and have a rancid odor.
"Cat has scabs all over her body, especially her back and neck.",Parasites,Owner Observation,"Cat has scabs all over her body, especially her back and neck."
Dog has generalized demodicosis.,Parasites,Owner Observation,Dog has generalized demodicosis.
My older dog is constipated and strains to defecate.,Digestive Issues,Owner Observation,My older dog is constipated and strains to defecate.
Dog ate something from the trash and now has explosive diarrhea.,Digestive Issues,Owner Observation,Dog ate something from the trash and now has explosive diarrhea.
Noticed bright red blood streaks in my cat's poop.,Digestive Issues,Owner Observation,Noticed bright red blood streaks in my cat's poop.
"Puppy has developed a circular, hairless lesion on its head.",Skin Irritations,Owner Observation,"Puppy has developed a circular, hairless lesion on its head."
Cat developed a sudden head tilt overnight.,Ear Infections,Owner Observation,Cat developed a sudden head tilt overnight.
My rabbit has pus coming from its eye on the same side as the ear problem.,Ear Infections,Owner Observation,My rabbit has pus coming from its eye on the same side as the ear problem.
Cat seems painful in her abdomen when I pick her up.,Digestive Issues,Owner Observation,Cat seems painful in her abdomen when I pick her up.
My cat has developed bald patches behind her ears.,Skin Irritations,Owner Observation,My cat has developed bald patches behind her ears.
Rabbit has matted fur on its hind end with irritated skin underneath.,Skin Irritations,Owner Observation,Rabbit has matted fur on its hind end with irritated skin underneath.
My hamster has developed a lump under its skin.,Skin Irritations,Owner Observation,My hamster has developed a lump under its skin.
Cat has excessive flatulence and occasional vomiting.,Digestive Issues,Owner Observation,Cat has excessive flatulence and occasional vomiting.
My cat has roundworms visible in her stool.,Parasites,Owner Observation,My cat has roundworms visible in her stool.
"Dog is scratching himself raw, especially on his chest and belly.",Parasites,Owner Observation,"Dog is scratching himself raw, especially on his chest and belly."
Rabbit has urine staining on its hind legs from poor posture.,Mobility Problems,Owner Observation,Rabbit has urine staining on its hind legs from poor posture.
Cat has sores inside her mouth and drools excessively.,Skin Irritations,Owner Observation,Cat has sores inside her mouth and drools excessively.
Rabbit has redness and hair loss on the soles of its back feet.,Skin Irritations,Owner Observation,Rabbit has redness and hair loss on the soles of its back feet.
"Dog seems to have abdominal cramps (stretching, looking at belly).",Digestive Issues,Owner Observation,"Dog seems to have abdominal cramps (stretching, looking at belly)."
My hamster's droppings are strung together with hair.,Digestive Issues,Owner Observation,My hamster's droppings are strung together with hair.
Rabbit has arthritis in its spine (spondylosis).,Mobility Problems,Owner Observation,Rabbit has arthritis in its spine (spondylosis).
My puppy ate a sock yesterday and is now vomiting.,Digestive Issues,Owner Observation,My puppy ate a sock yesterday and is now vomiting.
My dog has trouble balancing.,Mobility Problems,Owner Observation,My dog has trouble balancing.
"Ferret has thick, dark wax in both ears.",Ear Infections,Owner Observation,"Ferret has thick, dark wax in both ears."
My dog has elbow dysplasia.,Mobility Problems,Owner Observation,My dog has elbow dysplasia.
"Dog had sudden onset of profuse, watery diarrhea overnight.",Digestive Issues,Owner Observation,"Dog had sudden onset of profuse, watery diarrhea overnight."
My cat won't let me clean her ears.,Ear Infections,Owner Observation,My cat won't let me clean her ears.
Cat has scaly skin on her back.,Skin Irritations,Owner Observation,Cat has scaly skin on her back.
Cat has hypertrophic osteodystrophy.,Mobility Problems,Owner Observation,Cat has hypertrophic osteodystrophy.
My cat's skin twitches along her back and she suddenly runs off.,Skin Irritations,Owner Observation,My cat's skin twitches along her back and she suddenly runs off.
Cat's ear canal looks extremely narrow and difficult to see into.,Ear Infections,Owner Observation,Cat's ear canal looks extremely narrow and difficult to see into.
Cat is shaking her head and scratching furiously behind her ears; they look dirty inside.,Parasites,Owner Observation,Cat is shaking her head and scratching furiously behind her ears; they look dirty inside.
My dog's limp improves with exercise but returns after rest.,Mobility Problems,Owner Observation,My dog's limp improves with exercise but returns after rest.
My ferret's ear wax smells strangely sweet.,Ear Infections,Owner Observation,My ferret's ear wax smells strangely sweet.
My dog's ear has a distinct 'corn chip' or 'yeasty bread' smell.,Ear Infections,Owner Observation,My dog's ear has a distinct 'corn chip' or 'yeasty bread' smell.
"My cat has dark ear wax, but the vet ruled out mites.",Ear Infections,Owner Observation,"My cat has dark ear wax, but the vet ruled out mites."
My dog has developed dark spots on his belly skin.,Skin Irritations,Owner Observation,My dog has developed dark spots on his belly skin.
"My rabbit has a dirty bottom from soft, pasty stools.",Digestive Issues,Owner Observation,"My rabbit has a dirty bottom from soft, pasty stools."
My dog sits down awkwardly ('puppy sitting') with one leg out.,Mobility Problems,Owner Observation,My dog sits down awkwardly ('puppy sitting') with one leg out.
My rabbit has diarrhea after being introduced to new vegetables.,Digestive Issues,Owner Observation,My rabbit has diarrhea after being introduced to new vegetables.
My cat has Horner's syndrome secondary to otitis media.,Ear Infections,Owner Observation,My cat has Horner's syndrome secondary to otitis media.
My dog's nose looks crusty and has lost its pigment.,Skin Irritations,Owner Observation,My dog's nose looks crusty and has lost its pigment.
"Cat is straining in the litter box, passing small, rock-hard feces.",Digestive Issues,Owner Observation,"Cat is straining in the litter box, passing small, rock-hard feces."
Hamster has fecal staining around the anus.,Digestive Issues,Owner Observation,Hamster has fecal staining around the anus.
My cat licks her fur off in stripes.,Skin Irritations,Owner Observation,My cat licks her fur off in stripes.
Puppy hops with both back legs together like a bunny when running.,Mobility Problems,Owner Observation,Puppy hops with both back legs together like a bunny when running.
"Dog has whipworms, needs special dewormer.",Parasites,Owner Observation,"Dog has whipworms, needs special dewormer."
Puppy cries when I massage the base of his ears.,Ear Infections,Owner Observation,Puppy cries when I massage the base of his ears.
