query,true_condition,animal_filter,top1_condition,retrieved_conditions,correct_rank,hit_at_1,hit_at_3,hit_at_5,top1_text,top1_score
My dog's back seems hunched or arched.,Mobility Problems,,Skin Irritations,"['Skin Irritations', 'Ear Infections', 'Skin Irritations', 'Skin Irritations', 'Skin Irritations']",,False,False,False,Canine recurrent flank alopecia noted; seasonal pattern.,0.658735990524292
My dog has a sudden inability to walk (paralysis).,Mobility Problems,,Ear Infections,"['Ear Infections', 'Digestive Issues', 'Mobility Problems', 'Ear Infections', 'Mobility Problems']",3.0,False,True,True,Referral to veterinary neurologist recommended due to central neurological signs.,0.6373099088668823
"Rabbit seems depressed and isn't eating much, maybe pain related.",Mobility Problems,,Digestive Issues,"['Digestive Issues', 'Mobility Problems', 'Digestive Issues', 'Digestive Issues', 'Ear Infections']",2.0,False,True,True,"Rabbit presents with anorexia and decreased fecal output x 36 hrs. Abdomen slightly distended, doughy cecum palpated. Suspect GI stasis.",0.7169063091278076
My dog avoids the hardwood floors and prefers rugs.,Mobility Problems,,Digestive Issues,"['Digestive Issues', 'Mobility Problems', 'Mobility Problems', 'Skin Irritations', 'Skin Irritations']",2.0,False,True,True,Advise slow transition when changing pet foods.,0.592208206653595
Puppy has Demodex mites causing localized hair loss.,Parasites,,Parasites,"['Parasites', 'Parasites', 'Parasites', 'Skin Irritations', 'Skin Irritations']",1.0,True,True,True,Deep skin scrape positive for Demodex canis mites.,0.6659377813339233
Cat has suddenly become very picky about food.,Digestive Issues,,Digestive Issues,"['Digestive Issues', 'Digestive Issues', 'Ear Infections', 'Skin Irritations', 'Digestive Issues']",1.0,True,True,True,Hyperthyroidism diagnosed in older cat with weight loss and vomiting.,0.6524191498756409
My dog has a decreased appetite and seems generally unwell.,Digestive Issues,,Digestive Issues,"['Digestive Issues', 'Digestive Issues', 'Digestive Issues', 'Digestive Issues', 'Digestive Issues']",1.0,True,True,True,"Rabbit presents with anorexia and decreased fecal output x 36 hrs. Abdomen slightly distended, doughy cecum palpated. Suspect GI stasis.",0.7008159160614014
My cat has tapeworm segments appearing intermittently.,Parasites,,Parasites,"['Parasites', 'Parasites', 'Parasites', 'Parasites', 'Parasites']",1.0,True,True,True,Tapeworm segments (Dipylidium caninum) observed on perineum; associated with flea infestation.,0.6577900648117065
"My dog pants excessively, even when resting.",Mobility Problems,,Ear Infections,"['Ear Infections', 'Mobility Problems', 'Digestive Issues', 'Digestive Issues', 'Skin Irritations']",2.0,False,True,True,Dog has a Malassezia (yeast) overgrowth causing otitis.,0.646026074886322
My dog's tail has become completely bald (rat tail).,Skin Irritations,,Skin Irritations,"['Skin Irritations', 'Ear Infections', 'Skin Irritations', 'Skin Irritations', 'Skin Irritations']",1.0,True,True,True,Alopecia and redness on tail; rule out psychogenic causes.,0.6412895917892456
"Noticed a small, wart-like growth on my dog's eyelid.",Skin Irritations,,Skin Irritations,"['Skin Irritations', 'Ear Infections', 'Skin Irritations', 'Skin Irritations', 'Skin Irritations']",1.0,True,True,True,"Histiocytoma observed on young dog's limb; typically benign, monitor for regression.",0.6540209054946899
My dog's nose leather is cracked and dry.,Skin Irritations,,Ear Infections,"['Ear Infections', 'Skin Irritations', 'Skin Irritations', 'Parasites', 'Skin Irritations']",2.0,False,True,True,Recommend ear drying solution after swimming or bathing for predisposed dogs.,0.6446446180343628
"Kitten is sneezing frequently, could it be a nasal parasite?",Parasites,,Ear Infections,"['Ear Infections', 'Parasites', 'Parasites', 'Ear Infections', 'Parasites']",2.0,False,True,True,Consider nasopharyngeal polyp in young cats with upper respiratory or ear signs.,0.6119985580444336
My cat is walking with her head tilted sharply to the right.,Ear Infections,,Mobility Problems,"['Mobility Problems', 'Digestive Issues', 'Mobility Problems', 'Skin Irritations', 'Skin Irritations']",,False,False,False,"Gait analysis performed: observe walk, trot, turning, stairs.",0.643021821975708
Cat growls or hisses when I try to pet her lower back or hips.,Mobility Problems,,Skin Irritations,"['Skin Irritations', 'Skin Irritations', 'Ear Infections', 'Parasites', 'Digestive Issues']",,False,False,False,"Skin fragility syndrome in older cat; handle gently, check for underlying conditions (hyperadrenocorticism, diabetes).",0.6037107706069946
Ferret has lost almost all the hair on its tail.,Skin Irritations,,Skin Irritations,"['Skin Irritations', 'Skin Irritations', 'Parasites', 'Mobility Problems', 'Skin Irritations']",1.0,True,True,True,Excoriations on tail; rule out flea hypersensitivity.,0.5734556913375854
Puppy vomited a piece of a toy.,Digestive Issues,,Digestive Issues,"['Digestive Issues', 'Digestive Issues', 'Digestive Issues', 'Digestive Issues', 'Ear Infections']",1.0,True,True,True,Vomiting post-meal; test for food intolerance.,0.6266387701034546
My rabbit’s hind legs shake when hopping.,Mobility Problems,,Mobility Problems,"['Mobility Problems', 'Digestive Issues', 'Digestive Issues', 'Parasites', 'Mobility Problems']",1.0,True,True,True,"Rabbit presents with head tilt, nystagmus, hind limb paresis. Serology for E. cuniculi recommended. Start fenbendazole empirically.",0.6205642819404602
My rabbit is producing fecal pellets linked by strands of hair.,Digestive Issues,,Digestive Issues,"['Digestive Issues', 'Mobility Problems', 'Parasites', 'Digestive Issues', 'Parasites']",1.0,True,True,True,"Rabbit presents with anorexia and decreased fecal output x 36 hrs. Abdomen slightly distended, doughy cecum palpated. Suspect GI stasis.",0.6646519303321838
"My rabbit is stretching out frequently, looks uncomfortable.",Digestive Issues,,Digestive Issues,"['Digestive Issues', 'Mobility Problems', 'Digestive Issues', 'Parasites', 'Parasites']",1.0,True,True,True,"Rabbit presents with anorexia and decreased fecal output x 36 hrs. Abdomen slightly distended, doughy cecum palpated. Suspect GI stasis.",0.6909653544425964
"Dog has red bumps all over his belly, and I found black 'dirt' that smears red.",Parasites,,Skin Irritations,"['Skin Irritations', 'Skin Irritations', 'Digestive Issues', 'Parasites', 'Parasites']",4.0,False,False,True,Eosinophilic plaque identified on feline abdomen; consider allergy vs. parasitic cause. Cytology performed.,0.6378116607666016
Rabbit has crusting and hair loss around the ear base.,Ear Infections,,Ear Infections,"['Ear Infections', 'Ear Infections', 'Mobility Problems', 'Skin Irritations', 'Parasites']",1.0,True,True,True,Psoroptes cuniculi (ear mites) in rabbit causing severe crusting and inflammation.,0.7042335271835327
Cat has vestibular signs that started suddenly.,Ear Infections,,Ear Infections,"['Ear Infections', 'Ear Infections', 'Ear Infections', 'Ear Infections', 'Digestive Issues']",1.0,True,True,True,"Vestibular signs (nystagmus, ataxia, head tilt) present; rule out otitis interna vs. central causes.",0.651584804058075
My cat has resistant ear mites.,Parasites,,Parasites,"['Parasites', 'Ear Infections', 'Skin Irritations', 'Parasites', 'Parasites']",1.0,True,True,True,Ear mites in canal; clean and apply selamectin.,0.7068338990211487
My puppy has floppy ears that don't get much air circulation.,Ear Infections,,Ear Infections,"['Ear Infections', 'Skin Irritations', 'Ear Infections', 'Skin Irritations', 'Ear Infections']",1.0,True,True,True,Recommend ear drying solution after swimming or bathing for predisposed dogs.,0.6437734365463257
My dog has allergies and gets ear infections frequently.,Ear Infections,,Ear Infections,"['Ear Infections', 'Ear Infections', 'Skin Irritations', 'Ear Infections', 'Ear Infections']",1.0,True,True,True,Yeast and bacteria in ear; prescribe dual therapy.,0.6761329174041748
My guinea pig’s ears have dark wax and smell bad.,Ear Infections,,Skin Irritations,"['Skin Irritations', 'Skin Irritations', 'Skin Irritations', 'Ear Infections', 'Ear Infections']",4.0,False,False,True,Excoriations around ears and neck; check for ear mites and fleas.,0.6441598534584045
My dog has Lyme arthritis causing lameness that shifts legs.,Mobility Problems,,Mobility Problems,"['Mobility Problems', 'Mobility Problems', 'Mobility Problems', 'Mobility Problems', 'Mobility Problems']",1.0,True,True,True,"Panosteitis suspected in young, large breed dog with shifting leg lameness and long bone pain on palpation.",0.6944738030433655
"My Doberman has Wobbler's, causing a clumsy gait.",Mobility Problems,,Mobility Problems,"['Mobility Problems', 'Ear Infections', 'Digestive Issues', 'Mobility Problems', 'Skin Irritations']",1.0,True,True,True,Wobbler syndrome (cervical spondylomyelopathy) suspected in large breed dog with neck pain and gait abnormalities.,0.6793323755264282
"My dog had an infection in one ear, now the other one seems affected too.",Ear Infections,,Ear Infections,"['Ear Infections', 'Parasites', 'Ear Infections', 'Ear Infections', 'Skin Irritations']",1.0,True,True,True,Yeast and bacteria in ear; prescribe dual therapy.,0.6986986398696899
"My ferret is lethargic and passing dark, sticky feces.",Digestive Issues,,Digestive Issues,"['Digestive Issues', 'Digestive Issues', 'Skin Irritations', 'Digestive Issues', 'Digestive Issues']",1.0,True,True,True,Vomiting and lethargy; check for intoxication.,0.6412332653999329
"My cat hunts mice, should I be worried about worms?",Parasites,,Parasites,"['Parasites', 'Parasites', 'Skin Irritations', 'Skin Irritations', 'Parasites']",1.0,True,True,True,Discuss importance of treating all pets in household for fleas/mites.,0.536505937576294
My dog has heartworm condition and needs treatment.,Parasites,,Parasites,"['Parasites', 'Parasites', 'Parasites', 'Parasites', 'Parasites']",1.0,True,True,True,Provide handout on heartworm condition.,0.7825738191604614
My puppy's ears need regular cleaning to prevent issues.,Ear Infections,,Skin Irritations,"['Skin Irritations', 'Ear Infections', 'Ear Infections', 'Ear Infections', 'Ear Infections']",2.0,False,True,True,Recommend regular ear cleaning with appropriate solution.,0.7683422565460205
My cat has inflammation deep in the ear canal.,Ear Infections,,Ear Infections,"['Ear Infections', 'Parasites', 'Ear Infections', 'Ear Infections', 'Ear Infections']",1.0,True,True,True,Nasopharyngeal polyp visualized extending into external ear canal in young cat.,0.7179569602012634
My bird is plucking its own feathers out.,Parasites,,Skin Irritations,"['Skin Irritations', 'Ear Infections', 'Parasites', 'Parasites', 'Ear Infections']",3.0,False,True,True,Excoriations on tail; rule out flea hypersensitivity.,0.5799486637115479
Rabbit has Passalurus ambiguus (pinworms).,Parasites,,Mobility Problems,"['Mobility Problems', 'Ear Infections', 'Ear Infections', 'Mobility Problems', 'Parasites']",5.0,False,False,True,"Rabbit presents with head tilt, nystagmus, hind limb paresis. Serology for E. cuniculi recommended. Start fenbendazole empirically.",0.6761285066604614
My indoor-only cat somehow got fleas.,Parasites,,Parasites,"['Parasites', 'Parasites', 'Parasites', 'Parasites', 'Parasites']",1.0,True,True,True,"Recommend environmental flea treatment (vacuuming, washing bedding, premise spray).",0.6558510065078735
"My cat has intermittent constipation, goes several days without defecating.",Digestive Issues,,Digestive Issues,"['Digestive Issues', 'Digestive Issues', 'Digestive Issues', 'Digestive Issues', 'Digestive Issues']",1.0,True,True,True,"Constipated feline; administer Miralax/lactulose and recommend increasing water intake (wet food, fountain).",0.6506623029708862
My dog has dandruff-like scales along his back.,Parasites,,Skin Irritations,"['Skin Irritations', 'Skin Irritations', 'Skin Irritations', 'Parasites', 'Skin Irritations']",4.0,False,False,True,Scaling and redness on back; medicated bath advised.,0.6419451236724854
My cat's skin irritation (miliary dermatitis) is caused by fleas.,Parasites,,Skin Irritations,"['Skin Irritations', 'Skin Irritations', 'Parasites', 'Skin Irritations', 'Skin Irritations']",3.0,False,True,True,Miliary dermatitis pattern observed in feline patient; consider flea allergy vs. food allergy.,0.7481507062911987
My hamster has diarrhea and a wet tail area.,Digestive Issues,,Digestive Issues,"['Digestive Issues', 'Digestive Issues', 'Digestive Issues', 'Digestive Issues', 'Skin Irritations']",1.0,True,True,True,"Wet tail in hamster; guarded prognosis, provide heat support, antibiotics, fluids.",0.722905158996582
"My dog's breath smells unusually foul, almost like sewage.",Digestive Issues,,Digestive Issues,"['Digestive Issues', 'Digestive Issues', 'Parasites', 'Ear Infections', 'Digestive Issues']",1.0,True,True,True,Stool soft and odorous; test for malabsorption.,0.6286941766738892
My dog has progressive hind limb weakness diagnosed as DM.,Mobility Problems,,Mobility Problems,"['Mobility Problems', 'Mobility Problems', 'Mobility Problems', 'Digestive Issues', 'Digestive Issues']",1.0,True,True,True,"Degenerative myelopathy suspected based on breed, age, progressive UMN signs in hind limbs; genetic testing available.",0.6607928276062012
Pet’s belly is distended and he’s lethargic.,Digestive Issues,,Digestive Issues,"['Digestive Issues', 'Digestive Issues', 'Digestive Issues', 'Digestive Issues', 'Digestive Issues']",1.0,True,True,True,"Rabbit presents with anorexia and decreased fecal output x 36 hrs. Abdomen slightly distended, doughy cecum palpated. Suspect GI stasis.",0.652420163154602
"My rabbit has thick, honey-colored crusts filling its ear canals.",Parasites,,Ear Infections,"['Ear Infections', 'Ear Infections', 'Ear Infections', 'Parasites', 'Skin Irritations']",4.0,False,False,True,Psoroptes cuniculi (ear mites) in rabbit causing severe crusting and inflammation.,0.6644574403762817
"My cat has Toxoplasma antibodies, need to discuss risks.",Parasites,,Parasites,"['Parasites', 'Parasites', 'Parasites', 'Parasites', 'Skin Irritations']",1.0,True,True,True,Toxoplasma antibody titer elevated; discuss zoonotic risk and treatment options if clinical signs present.,0.7074227929115295
My rabbit's appetite has slowly decreased over several days.,Digestive Issues,,Digestive Issues,"['Digestive Issues', 'Digestive Issues', 'Mobility Problems', 'Digestive Issues', 'Digestive Issues']",1.0,True,True,True,"Rabbit presents with anorexia and decreased fecal output x 36 hrs. Abdomen slightly distended, doughy cecum palpated. Suspect GI stasis.",0.7307769656181335
My dog injured his back (IVDD) and requires strict rest.,Mobility Problems,,Mobility Problems,"['Mobility Problems', 'Mobility Problems', 'Mobility Problems', 'Skin Irritations', 'Digestive Issues']",1.0,True,True,True,Strict cage rest prescribed for suspected acute IVDD episode.,0.6962792873382568
Ferret is scratching under its arms.,Skin Irritations,,Skin Irritations,"['Skin Irritations', 'Skin Irritations', 'Skin Irritations', 'Skin Irritations', 'Mobility Problems']",1.0,True,True,True,Skin fragility noted; test for FIV/FeLV in feline patient.,0.5762259364128113
Kitten still has diarrhea despite multiple deworming treatments.,Parasites,,Digestive Issues,"['Digestive Issues', 'Parasites', 'Parasites', 'Parasites', 'Parasites']",2.0,False,True,True,Recheck fecal exam after deworming treatment.,0.6824009418487549
"Dog coughs sometimes, vet mentioned possible heartworm or lungworm.",Parasites,,Parasites,"['Parasites', 'Digestive Issues', 'Parasites', 'Skin Irritations', 'Parasites']",1.0,True,True,True,"Lungworm (e.g., Aelurostrongylus abstrusus in cats) suspected based on respiratory signs; Baermann fecal analysis recommended.",0.6751580834388733
"Dog shivers or trembles, seems like he's in pain.",Mobility Problems,,Mobility Problems,"['Mobility Problems', 'Ear Infections', 'Mobility Problems', 'Mobility Problems', 'Ear Infections']",1.0,True,True,True,"Panosteitis suspected in young, large breed dog with shifting leg lameness and long bone pain on palpation.",0.674712598323822
Cat has arthritis secondary to previous injury.,Mobility Problems,,Skin Irritations,"['Skin Irritations', 'Skin Irritations', 'Digestive Issues', 'Mobility Problems', 'Ear Infections']",4.0,False,False,True,"Skin fragility syndrome noted in older cat; handle with care, check for hyperadrenocorticism.",0.6695247888565063
"Kitten has severe, bloody diarrhea caused by Coccidia.",Parasites,,Digestive Issues,"['Digestive Issues', 'Digestive Issues', 'Digestive Issues', 'Digestive Issues', 'Parasites']",5.0,False,False,True,Acute vomiting and diarrhea; suspect gastroenteritis.,0.6077656745910645
Cat has shown no interest in food for 24 hours.,Digestive Issues,,Digestive Issues,"['Digestive Issues', 'Digestive Issues', 'Digestive Issues', 'Digestive Issues', 'Digestive Issues']",1.0,True,True,True,"Rabbit presents with anorexia and decreased fecal output x 36 hrs. Abdomen slightly distended, doughy cecum palpated. Suspect GI stasis.",0.5855909585952759
Ferret has thinning fur overall.,Skin Irritations,,Skin Irritations,"['Skin Irritations', 'Skin Irritations', 'Skin Irritations', 'Skin Irritations', 'Skin Irritations']",1.0,True,True,True,Skin fragility noted; test for FIV/FeLV in feline patient.,0.6319288611412048
My cat seems off balance and walks in circles sometimes.,Ear Infections,,Skin Irritations,"['Skin Irritations', 'Mobility Problems', 'Digestive Issues', 'Skin Irritations', 'Digestive Issues']",,False,False,False,"Skin fragility syndrome noted in older cat; handle with care, check for hyperadrenocorticism.",0.6349472999572754
"My rabbit has soft, unformed droppings instead of normal pellets.",Digestive Issues,,Parasites,"['Parasites', 'Digestive Issues', 'Parasites', 'Mobility Problems', 'Parasites']",2.0,False,True,True,Ensure rabbit environment is clean to prevent flystrike.,0.6553744077682495
Cat shows pain when her spine is gently pressed.,Mobility Problems,,Skin Irritations,"['Skin Irritations', 'Skin Irritations', 'Mobility Problems', 'Mobility Problems', 'Mobility Problems']",3.0,False,True,True,"Skin fragility syndrome in older cat; handle gently, check for underlying conditions (hyperadrenocorticism, diabetes).",0.6473501324653625
"My rabbit's fur looks like it has dandruff, but the flakes are moving!",Parasites,,Parasites,"['Parasites', 'Mobility Problems', 'Skin Irritations', 'Parasites', 'Parasites']",1.0,True,True,True,Ensure rabbit environment is clean to prevent flystrike.,0.6342134475708008
Cat is hiding more and interacting less.,Mobility Problems,,Skin Irritations,"['Skin Irritations', 'Digestive Issues', 'Digestive Issues', 'Skin Irritations', 'Skin Irritations']",,False,False,False,"Skin fragility syndrome noted in older cat; handle with care, check for hyperadrenocorticism.",0.5701198577880859
My cat started peeing next to the litter box instead of climbing in.,Mobility Problems,,Digestive Issues,"['Digestive Issues', 'Parasites', 'Digestive Issues', 'Ear Infections', 'Parasites']",,False,False,False,Hyperthyroidism diagnosed in older cat with weight loss and vomiting.,0.5556229948997498
My cat was diagnosed with lungworm after chronic respiratory signs.,Parasites,,Parasites,"['Parasites', 'Ear Infections', 'Digestive Issues', 'Parasites', 'Digestive Issues']",1.0,True,True,True,"Lungworm (e.g., Aelurostrongylus abstrusus in cats) suspected based on respiratory signs; Baermann fecal analysis recommended.",0.7140058875083923
"Guinea pig has lice, visible as small white dots.",Parasites,,Parasites,"['Parasites', 'Parasites', 'Skin Irritations', 'Parasites', 'Parasites']",1.0,True,True,True,Lice infestation; apply topical permethrin.,0.6108417510986328
Guinea pig has dandruff that seems to be moving.,Parasites,,Mobility Problems,"['Mobility Problems', 'Mobility Problems', 'Mobility Problems', 'Skin Irritations', 'Digestive Issues']",,False,False,False,Suspect vitamin C deficiency (scurvy) in guinea pig with lameness/reluctance to move; supplement vitamin C.,0.6277251839637756
My rabbit vomited a small amount of green fluid.,Digestive Issues,,Digestive Issues,"['Digestive Issues', 'Digestive Issues', 'Digestive Issues', 'Digestive Issues', 'Parasites']",1.0,True,True,True,"Rabbit presents with anorexia and decreased fecal output x 36 hrs. Abdomen slightly distended, doughy cecum palpated. Suspect GI stasis.",0.625784158706665
Dog has swimmer's ear.,Ear Infections,,Ear Infections,"['Ear Infections', 'Ear Infections', 'Ear Infections', 'Ear Infections', 'Ear Infections']",1.0,True,True,True,Recommend ear drying solution after swimming or bathing for predisposed dogs.,0.6945980191230774
My dog gets ear infections every summer after swimming in the lake.,Ear Infections,,Ear Infections,"['Ear Infections', 'Ear Infections', 'Skin Irritations', 'Ear Infections', 'Ear Infections']",1.0,True,True,True,Recommend ear drying solution after swimming or bathing for predisposed dogs.,0.6999282836914062
Ferret has diarrhea and is dehydrated.,Digestive Issues,,Digestive Issues,"['Digestive Issues', 'Digestive Issues', 'Digestive Issues', 'Digestive Issues', 'Digestive Issues']",1.0,True,True,True,Educate owner on signs of dehydration.,0.6346749067306519
My dog has Ehrlichia from a tick.,Parasites,,Parasites,"['Parasites', 'Parasites', 'Ear Infections', 'Parasites', 'Ear Infections']",1.0,True,True,True,Amblyomma americanum tick removed; advise monitoring for signs of Ehrlichiosis.,0.6717793345451355
"My cat had ear polyps removed before, worried they are back.",Ear Infections,,Ear Infections,"['Ear Infections', 'Ear Infections', 'Ear Infections', 'Skin Irritations', 'Ear Infections']",1.0,True,True,True,Nasopharyngeal polyp visualized extending into external ear canal in young cat.,0.6788748502731323
My puppy had roundworms treated but still has diarrhea.,Parasites,,Digestive Issues,"['Digestive Issues', 'Parasites', 'Parasites', 'Digestive Issues', 'Digestive Issues']",2.0,False,True,True,Recheck fecal exam after deworming treatment.,0.6847211122512817
Found a flea on myself after petting the cat.,Parasites,,Parasites,"['Parasites', 'Parasites', 'Skin Irritations', 'Parasites', 'Parasites']",1.0,True,True,True,Flea dirt present on coat combing; Ctenocephalides felis infestation confirmed.,0.6375250816345215
My cat has sores appearing on her paw pads.,Skin Irritations,,Skin Irritations,"['Skin Irritations', 'Skin Irritations', 'Skin Irritations', 'Skin Irritations', 'Skin Irritations']",1.0,True,True,True,Plasma cell pododermatitis ('pillow foot') diagnosed in cat.,0.6796348094940186
My dog's knees look puffy and feel warm.,Mobility Problems,,Mobility Problems,"['Mobility Problems', 'Mobility Problems', 'Skin Irritations', 'Digestive Issues', 'Skin Irritations']",1.0,True,True,True,"Panosteitis suspected in young, large breed dog with shifting leg lameness and long bone pain on palpation.",0.6438561677932739
Puppy has redness and irritation around his genitals.,Skin Irritations,,Skin Irritations,"['Skin Irritations', 'Skin Irritations', 'Parasites', 'Parasites', 'Skin Irritations']",1.0,True,True,True,"Perianal irritation and scooting; express anal sacs, check for tapeworms.",0.6515365839004517
Cat has pain when her spine is palpated.,Mobility Problems,,Mobility Problems,"['Mobility Problems', 'Mobility Problems', 'Mobility Problems', 'Mobility Problems', 'Mobility Problems']",1.0,True,True,True,Pain elicited on extension of bilateral hips and palpation of lumbar spine.,0.6952517032623291
Dog has developed hives all over his body after rolling in the grass.,Skin Irritations,,Ear Infections,"['Ear Infections', 'Mobility Problems', 'Skin Irritations', 'Skin Irritations', 'Skin Irritations']",3.0,False,True,True,Dog has a Malassezia (yeast) overgrowth causing otitis.,0.6348872184753418
My dog pants heavily even when resting indoors.,Mobility Problems,,Mobility Problems,"['Mobility Problems', 'Ear Infections', 'Digestive Issues', 'Digestive Issues', 'Parasites']",1.0,True,True,True,"Panosteitis suspected in young, large breed dog with shifting leg lameness and long bone pain on palpation.",0.6279595494270325
My dog's back legs seem weak and sometimes give out.,Mobility Problems,,Digestive Issues,"['Digestive Issues', 'Mobility Problems', 'Skin Irritations', 'Ear Infections', 'Digestive Issues']",2.0,False,True,True,Advise slow transition when changing pet foods.,0.6301268339157104
Cat has diarrhea after getting into the dog's food.,Digestive Issues,,Digestive Issues,"['Digestive Issues', 'Ear Infections', 'Digestive Issues', 'Digestive Issues', 'Digestive Issues']",1.0,True,True,True,Hyperthyroidism diagnosed in older cat with weight loss and vomiting.,0.6455594301223755
Guinea pig has flaky skin and hair loss on its rump.,Skin Irritations,,Skin Irritations,"['Skin Irritations', 'Mobility Problems', 'Skin Irritations', 'Skin Irritations', 'Mobility Problems']",1.0,True,True,True,Skin fragility noted; test for FIV/FeLV in feline patient.,0.612921953201294
My guinea pig's droppings are much smaller and fewer than usual.,Digestive Issues,,Digestive Issues,"['Digestive Issues', 'Digestive Issues', 'Digestive Issues', 'Mobility Problems', 'Digestive Issues']",1.0,True,True,True,Advise slow transition when changing pet foods.,0.5912461280822754
My dog has blackheads and pimples on his muzzle.,Skin Irritations,,Skin Irritations,"['Skin Irritations', 'Skin Irritations', 'Skin Irritations', 'Skin Irritations', 'Skin Irritations']",1.0,True,True,True,Erythematous patches on muzzle; rule out autoimmune issue.,0.658689022064209
Cat has vomited multiple times in the last hour.,Digestive Issues,,Digestive Issues,"['Digestive Issues', 'Digestive Issues', 'Digestive Issues', 'Digestive Issues', 'Digestive Issues']",1.0,True,True,True,Hyperthyroidism diagnosed in older cat with weight loss and vomiting.,0.706106424331665
My rabbit has crusty sores around its nose and mouth.,Skin Irritations,,Ear Infections,"['Ear Infections', 'Ear Infections', 'Parasites', 'Skin Irritations', 'Ear Infections']",4.0,False,False,True,Psoroptes cuniculi (ear mites) in rabbit causing severe crusting and inflammation.,0.708838701248169
Guinea pig is losing weight and has diarrhea.,Digestive Issues,,Digestive Issues,"['Digestive Issues', 'Digestive Issues', 'Digestive Issues', 'Mobility Problems', 'Digestive Issues']",1.0,True,True,True,Diarrhea with weight loss; check thyroid levels.,0.6577590703964233
"My dog licks his paws raw, vet mentioned possible mites.",Parasites,,Parasites,"['Parasites', 'Parasites', 'Skin Irritations', 'Mobility Problems', 'Parasites']",1.0,True,True,True,Discuss potential for parasite transmission between household pets.,0.6160924434661865
My dog begs for food but then walks away when I offer it.,Digestive Issues,,Digestive Issues,"['Digestive Issues', 'Digestive Issues', 'Ear Infections', 'Digestive Issues', 'Digestive Issues']",1.0,True,True,True,Advise slow transition when changing pet foods.,0.6460461616516113
Cat's skin seems very thin and tears easily.,Skin Irritations,,Skin Irritations,"['Skin Irritations', 'Skin Irritations', 'Skin Irritations', 'Skin Irritations', 'Digestive Issues']",1.0,True,True,True,"Skin fragility syndrome noted in older cat; handle with care, check for hyperadrenocorticism.",0.7088363170623779
"My dog is frantically chewing at his hind end, and I see little black specks in his fur.",Parasites,,Skin Irritations,"['Skin Irritations', 'Skin Irritations', 'Skin Irritations', 'Skin Irritations', 'Skin Irritations']",,False,False,False,Skin fragility noted; test for FIV/FeLV in feline patient.,0.6164488792419434
There's yellowish pus draining from my puppy's ear.,Ear Infections,,Skin Irritations,"['Skin Irritations', 'Skin Irritations', 'Skin Irritations', 'Ear Infections', 'Ear Infections']",4.0,False,False,True,Pruritus and erythema on ears; topical therapy prescribed.,0.6802718639373779
My dog has patellar luxation (kneecap slips).,Mobility Problems,,Mobility Problems,"['Mobility Problems', 'Digestive Issues', 'Mobility Problems', 'Mobility Problems', 'Parasites']",1.0,True,True,True,Grade III/IV medial patellar luxation palpated in right stifle.,0.6368654370307922
Dog has hair loss in a pattern that follows the leash/collar line.,Skin Irritations,,Skin Irritations,"['Skin Irritations', 'Skin Irritations', 'Skin Irritations', 'Skin Irritations', 'Skin Irritations']",1.0,True,True,True,Canine recurrent flank alopecia noted; seasonal pattern.,0.716138482093811
Puppy's ears always seem damp and dirty inside.,Ear Infections,,Skin Irritations,"['Skin Irritations', 'Ear Infections', 'Skin Irritations', 'Ear Infections', 'Ear Infections']",2.0,False,True,True,Recommend regular ear cleaning with appropriate solution.,0.6486868858337402
"My dog licks his front paws incessantly, vet mentioned possible Demodex.",Parasites,,Parasites,"['Parasites', 'Parasites', 'Mobility Problems', 'Parasites', 'Parasites']",1.0,True,True,True,Demodex mites detected; start oral ivermectin.,0.6806320548057556
Cat spends most of her time sleeping in secluded spots.,Mobility Problems,,Parasites,"['Parasites', 'Parasites', 'Skin Irritations', 'Ear Infections', 'Digestive Issues']",,False,False,False,Isolate animals with Sarcoptes or highly contagious parasites from other pets.,0.49795734882354736
My dog has degenerative myelopathy (DM).,Mobility Problems,,Mobility Problems,"['Mobility Problems', 'Ear Infections', 'Digestive Issues', 'Digestive Issues', 'Skin Irritations']",1.0,True,True,True,"Degenerative myelopathy suspected based on breed, age, progressive UMN signs in hind limbs; genetic testing available.",0.6999542713165283
"My dog just seems 'off' - lethargic, poor appetite.",Digestive Issues,,Digestive Issues,"['Digestive Issues', 'Digestive Issues', 'Digestive Issues', 'Digestive Issues', 'Digestive Issues']",1.0,True,True,True,"Educate owner on recognizing signs of dehydration (lethargy, sunken eyes, tacky gums).",0.6797171831130981
Dog's skin is sensitive to touch in certain areas.,Skin Irritations,,Skin Irritations,"['Skin Irritations', 'Skin Irritations', 'Skin Irritations', 'Skin Irritations', 'Skin Irritations']",1.0,True,True,True,Skin fragility noted; test for FIV/FeLV in feline patient.,0.7013722658157349
Guinea pig hasn't produced any droppings in 24 hours.,Digestive Issues,,Skin Irritations,"['Skin Irritations', 'Digestive Issues', 'Digestive Issues', 'Digestive Issues', 'Mobility Problems']",2.0,False,True,True,No evidence of ectoparasites on thorough examination.,0.5337538719177246
"Kitten has flaky skin, like bad dandruff.",Skin Irritations,,Skin Irritations,"['Skin Irritations', 'Skin Irritations', 'Skin Irritations', 'Skin Irritations', 'Skin Irritations']",1.0,True,True,True,"Skin fragility syndrome noted in older cat; handle with care, check for hyperadrenocorticism.",0.6386719942092896
