text,condition,record_type,clean_text
Allergen-specific immunotherapy (ASIT) discussed as long-term option for atopy.,Skin Irritations,Clinical Notes,Allergen-specific immunotherapy (ASIT) discussed as long-term option for atopy.
Consider referral to surgeon for TECA or polyp removal.,Ear Infections,Clinical Notes,Consider referral to surgeon for TECA or polyp removal.
"Referral for orthopedic surgery consultation recommended (e.g., TPLO for CCL rupture, FHO for hip dysplasia).",Mobility Problems,Clinical Notes,"Referral for orthopedic surgery consultation recommended (e.g., TPLO for CCL rupture, FHO for hip dysplasia)."
Identified plant awn (foxtail) deep in horizontal canal; removed via alligator forceps.,Ear Infections,Clinical Notes,Identified plant awn (foxtail) deep in horizontal canal; removed via alligator forceps.
Check FeLV/FIV status in cats with unusual or severe skin condition.,Skin Irritations,Clinical Notes,Check FeLV/FIV status in cats with unusual or severe skin condition.
"Recommend topical flea/tick preventative (e.g., fipronil, selamectin, isoxazoline).",Parasites,Clinical Notes,"Recommend topical flea/tick preventative (e.g., fipronil, selamectin, isoxazoline)."
Fecal flotation positive for Ancylostoma caninum (hookworm) eggs.,Parasites,Clinical Notes,Fecal flotation positive for Ancylostoma caninum (hookworm) eggs.
"Adult-onset demodicosis warrants investigation for underlying immunosuppression (e.g., neoplasia, endocrine condition, immunosuppressive drugs).",Parasites,Clinical Notes,"Adult-onset demodicosis warrants investigation for underlying immunosuppression (e.g., neoplasia, endocrine condition, immunosuppressive drugs)."
Trichogram reveals damaged hair shafts consistent with excessive licking.,Skin Irritations,Clinical Notes,Trichogram reveals damaged hair shafts consistent with excessive licking.
"Bloodwork reveals mild non-regenerative anemia, hypoalbuminemia, and low cobalamin. Ultrasound recommended.",Digestive Issues,Clinical Notes,"Bloodwork reveals mild non-regenerative anemia, hypoalbuminemia, and low cobalamin. Ultrasound recommended."
"Discuss potential complications of ear surgery (facial nerve paralysis, hearing loss).",Ear Infections,Clinical Notes,"Discuss potential complications of ear surgery (facial nerve paralysis, hearing loss)."
Pemphigus foliaceus suspected due to crusting on face and paws; biopsy for histopathology.,Skin Irritations,Clinical Notes,Pemphigus foliaceus suspected due to crusting on face and paws; biopsy for histopathology.
Bacterial otitis; clean and apply antibiotic drops.,Ear Infections,Clinical Notes,Bacterial otitis; clean and apply antibiotic drops.
Advise owner to seek immediate attention if neurological signs develop or worsen.,Ear Infections,Clinical Notes,Advise owner to seek immediate attention if neurological signs develop or worsen.
"Ensure owner understands how to properly store (e.g., refrigerate) and warm medications if needed.",Ear Infections,Clinical Notes,"Ensure owner understands how to properly store (e.g., refrigerate) and warm medications if needed."
Prescribe sarolaner (Simparica) or lotilaner (Credelio) for monthly flea and tick control.,Parasites,Clinical Notes,Prescribe sarolaner (Simparica) or lotilaner (Credelio) for monthly flea and tick control.
Campylobacter jejuni isolated from fecal culture; treat with erythromycin if clinical signs warrant.,Digestive Issues,Clinical Notes,Campylobacter jejuni isolated from fecal culture; treat with erythromycin if clinical signs warrant.
"Rabbit presents with anorexia and decreased fecal output x 36 hrs. Abdomen slightly distended, doughy cecum palpated. Suspect GI stasis.",Digestive Issues,Clinical Notes,"Rabbit presents with anorexia and decreased fecal output x 36 hrs. Abdomen slightly distended, doughy cecum palpated. Suspect GI stasis."
"Assess quality of life using validated scale (e.g., Helsinki Chronic Pain Index, Canine Brief Pain Inventory).",Mobility Problems,Clinical Notes,"Assess quality of life using validated scale (e.g., Helsinki Chronic Pain Index, Canine Brief Pain Inventory)."
Advise owner that Sarcoptes mites can cause transient pruritus in humans.,Parasites,Clinical Notes,Advise owner that Sarcoptes mites can cause transient pruritus in humans.
Perform acetate tape preparation to check for yeast/bacteria.,Skin Irritations,Clinical Notes,Perform acetate tape preparation to check for yeast/bacteria.
Verify owner compliance with administration of monthly preventatives.,Parasites,Clinical Notes,Verify owner compliance with administration of monthly preventatives.
Exploratory laparotomy performed; biopsies collected.,Digestive Issues,Clinical Notes,Exploratory laparotomy performed; biopsies collected.
Demonstrate proper technique for administering oral liquid medications or pilling.,Digestive Issues,Clinical Notes,Demonstrate proper technique for administering oral liquid medications or pilling.
Vomiting with no obstruction; monitor and hydrate.,Digestive Issues,Clinical Notes,Vomiting with no obstruction; monitor and hydrate.
Esophagostomy tube placed for long-term nutritional support in anorexic feline patient.,Digestive Issues,Clinical Notes,Esophagostomy tube placed for long-term nutritional support in anorexic feline patient.
Advise use of E-collar to prevent self-trauma.,Skin Irritations,Clinical Notes,Advise use of E-collar to prevent self-trauma.
Tapeworm infection; prescribe drontal.,Parasites,Clinical Notes,Tapeworm infection; prescribe drontal.
"Degenerative myelopathy suspected based on breed, age, progressive UMN signs in hind limbs; genetic testing available.",Mobility Problems,Clinical Notes,"Degenerative myelopathy suspected based on breed, age, progressive UMN signs in hind limbs; genetic testing available."
"Primary secretory otitis media (PSOM) suspected; bulging, opaque TM noted. Myringotomy may be indicated.",Ear Infections,Clinical Notes,"Primary secretory otitis media (PSOM) suspected; bulging, opaque TM noted. Myringotomy may be indicated."
Discuss potential side effects of long-term steroid use.,Skin Irritations,Clinical Notes,Discuss potential side effects of long-term steroid use.
Prescribe oclacitinib (Apoquel) or corticosteroids for rapid relief of intense pruritus associated with FAD/mange.,Parasites,Clinical Notes,Prescribe oclacitinib (Apoquel) or corticosteroids for rapid relief of intense pruritus associated with FAD/mange.
Assess contralateral ear even if asymptomatic.,Ear Infections,Clinical Notes,Assess contralateral ear even if asymptomatic.
"Suspect GDV based on signalment, non-productive retching, and abdominal distension. Stabilize and perform emergency surgery.",Digestive Issues,Clinical Notes,"Suspect GDV based on signalment, non-productive retching, and abdominal distension. Stabilize and perform emergency surgery."
Abdominal distension; radiograph for obstruction.,Digestive Issues,Clinical Notes,Abdominal distension; radiograph for obstruction.
"Alopecia and scaling on dorsum; rule out dermatophytosis, collect fungal culture.",Skin Irritations,Clinical Notes,"Alopecia and scaling on dorsum; rule out dermatophytosis, collect fungal culture."
Subcutaneous Cuterebra larva identified by breathing pore; surgically remove intact larva.,Parasites,Clinical Notes,Subcutaneous Cuterebra larva identified by breathing pore; surgically remove intact larva.
Pain elicited on tail jack and direct palpation over lumbosacral junction; suspect degenerative lumbosacral stenosis (DLSS).,Mobility Problems,Clinical Notes,Pain elicited on tail jack and direct palpation over lumbosacral junction; suspect degenerative lumbosacral stenosis (DLSS).
"Feline panleukopenia virus antigen test positive in unvaccinated kitten with severe leukopenia, V/D.",Digestive Issues,Clinical Notes,"Feline panleukopenia virus antigen test positive in unvaccinated kitten with severe leukopenia, V/D."
Cutaneous trunci reflex cutoff identified.,Mobility Problems,Clinical Notes,Cutaneous trunci reflex cutoff identified.
"Consider placement of BNT (Bactericidal, Nematicidal, Triamcinolone) packing in stenotic canals.",Ear Infections,Clinical Notes,"Consider placement of BNT (Bactericidal, Nematicidal, Triamcinolone) packing in stenotic canals."
"Rule out aberrant parasite migration (e.g., Cuterebra in brain) with advanced imaging if neurological signs present.",Parasites,Clinical Notes,"Rule out aberrant parasite migration (e.g., Cuterebra in brain) with advanced imaging if neurological signs present."
Chronic otitis externa and recurrent skin infections; strong suspicion for underlying atopic dermatitis.,Skin Irritations,Clinical Notes,Chronic otitis externa and recurrent skin infections; strong suspicion for underlying atopic dermatitis.
Complete neurological exam performed and findings localized lesion to C1-C5 / C6-T2 / T3-L3 / L4-S3 spinal cord segments / neuromuscular / multifocal.,Mobility Problems,Clinical Notes,Complete neurological exam performed and findings localized lesion to C1-C5 / C6-T2 / T3-L3 / L4-S3 spinal cord segments / neuromuscular / multifocal.
"Clinical signs (caudal dorsal pruritus, papules, excoriations) highly suggestive of Flea Allergy Dermatitis (FAD). Strict flea control essential.",Parasites,Clinical Notes,"Clinical signs (caudal dorsal pruritus, papules, excoriations) highly suggestive of Flea Allergy Dermatitis (FAD). Strict flea control essential."
Nasogastric tube placed for nutritional support.,Digestive Issues,Clinical Notes,Nasogastric tube placed for nutritional support.
Otoscopy: Right TM intact but erythematous. Left TM obscured by purulent debris and canal stenosis.,Ear Infections,Clinical Notes,Otoscopy: Right TM intact but erythematous. Left TM obscured by purulent debris and canal stenosis.
"Fecal analysis: Direct smear negative for motile organisms, flotation negative for ova/parasites.",Digestive Issues,Clinical Notes,"Fecal analysis: Direct smear negative for motile organisms, flotation negative for ova/parasites."
"Fecal culture positive for Clostridium perfringens enterotoxin; treat symptomatically, consider metronidazole if severe.",Digestive Issues,Clinical Notes,"Fecal culture positive for Clostridium perfringens enterotoxin; treat symptomatically, consider metronidazole if severe."
"Toxoplasma gondii IgM titer positive, suggesting active/recent infection. Discuss treatment (clindamycin) and zoonotic precautions.",Parasites,Clinical Notes,"Toxoplasma gondii IgM titer positive, suggesting active/recent infection. Discuss treatment (clindamycin) and zoonotic precautions."
Lyme C6 antibody test positive; initiate doxycycline therapy.,Mobility Problems,Clinical Notes,Lyme C6 antibody test positive; initiate doxycycline therapy.
"Patient presents for acute onset vomiting (x5 today) and anorexia. Mild dehydration noted (tacky MM, CRT 2s).",Digestive Issues,Clinical Notes,"Patient presents for acute onset vomiting (x5 today) and anorexia. Mild dehydration noted (tacky MM, CRT 2s)."
Educate owner on proper ear medication administration technique.,Ear Infections,Clinical Notes,Educate owner on proper ear medication administration technique.
Rule out hypothyroidism via T4/TSH/free T4 testing.,Skin Irritations,Clinical Notes,Rule out hypothyroidism via T4/TSH/free T4 testing.
Discuss long-term prognosis and expected outcomes with owner.,Mobility Problems,Clinical Notes,Discuss long-term prognosis and expected outcomes with owner.
Provide client handout illustrating common intestinal parasites and their control.,Parasites,Clinical Notes,Provide client handout illustrating common intestinal parasites and their control.
Consider acupuncture or chiropractic care as adjunctive therapies.,Mobility Problems,Clinical Notes,Consider acupuncture or chiropractic care as adjunctive therapies.
Advise avoidance of known allergens if possible.,Skin Irritations,Clinical Notes,Advise avoidance of known allergens if possible.
Otitis media/interna common sequela to respiratory infection in rabbits.,Ear Infections,Clinical Notes,Otitis media/interna common sequela to respiratory infection in rabbits.
"Wet tail in hamster; guarded prognosis, provide heat support, antibiotics, fluids.",Digestive Issues,Clinical Notes,"Wet tail in hamster; guarded prognosis, provide heat support, antibiotics, fluids."
Consider therapeutic laser sessions.,Mobility Problems,Clinical Notes,Consider therapeutic laser sessions.
Utilize zinc sulfate centrifugation for fecal flotation to improve Giardia cyst detection.,Parasites,Clinical Notes,Utilize zinc sulfate centrifugation for fecal flotation to improve Giardia cyst detection.
Schedule phone update or recheck appointment based on patient stability and owner preference.,Digestive Issues,Clinical Notes,Schedule phone update or recheck appointment based on patient stability and owner preference.
Fecal score recorded (using standardized chart).,Digestive Issues,Clinical Notes,Fecal score recorded (using standardized chart).
"Recommend physical therapy/rehabilitation (e.g., underwater treadmill, laser therapy, passive range of motion exercises).",Mobility Problems,Clinical Notes,"Recommend physical therapy/rehabilitation (e.g., underwater treadmill, laser therapy, passive range of motion exercises)."
Pattern baldness (pinnal alopecia) noted in Dachshund; cosmetic issue.,Skin Irritations,Clinical Notes,Pattern baldness (pinnal alopecia) noted in Dachshund; cosmetic issue.
Osteochondritis dissecans (OCD) flap identified on caudal aspect of humeral head.,Mobility Problems,Clinical Notes,Osteochondritis dissecans (OCD) flap identified on caudal aspect of humeral head.
"Monitor for fever, lethargy, anorexia indicating systemic involvement.",Ear Infections,Clinical Notes,"Monitor for fever, lethargy, anorexia indicating systemic involvement."
Otitis externa with erythema; prescribe steroid therapy.,Ear Infections,Clinical Notes,Otitis externa with erythema; prescribe steroid therapy.
"Palpable medial buttress (fibrosis of joint capsule) present in left stifle, indicative of chronic CCL condition.",Mobility Problems,Clinical Notes,"Palpable medial buttress (fibrosis of joint capsule) present in left stifle, indicative of chronic CCL condition."
"Neoplasia (e.g., adenocarcinoma, lymphoma) high on differential list for older animal.",Digestive Issues,Clinical Notes,"Neoplasia (e.g., adenocarcinoma, lymphoma) high on differential list for older animal."
Consider referral to neurologist if central vestibular signs suspected.,Ear Infections,Clinical Notes,Consider referral to neurologist if central vestibular signs suspected.
"Immune-mediated polyarthritis suspected; perform joint taps on multiple joints (carpi, stifles, hocks), ANA titer, rheumatoid factor.",Mobility Problems,Clinical Notes,"Immune-mediated polyarthritis suspected; perform joint taps on multiple joints (carpi, stifles, hocks), ANA titer, rheumatoid factor."
Ensure rabbit environment is clean to prevent flystrike.,Parasites,Clinical Notes,Ensure rabbit environment is clean to prevent flystrike.
Instruct owner on proper administration of oral medications.,Digestive Issues,Clinical Notes,Instruct owner on proper administration of oral medications.
Treat secondary pyoderma with appropriate antibiotics based on cytology/culture.,Parasites,Clinical Notes,Treat secondary pyoderma with appropriate antibiotics based on cytology/culture.
Recommend imaging (CT or MRI) to evaluate middle and inner ear structures.,Ear Infections,Clinical Notes,Recommend imaging (CT or MRI) to evaluate middle and inner ear structures.
Strategic deworming protocol recommended for puppies/kittens.,Parasites,Clinical Notes,Strategic deworming protocol recommended for puppies/kittens.
Recommend hypoallergenic diet trial for suspected food allergy.,Digestive Issues,Clinical Notes,Recommend hypoallergenic diet trial for suspected food allergy.
Prescribe spinosad (Comfortis) or spinetoram (Cheristin) for flea control.,Parasites,Clinical Notes,Prescribe spinosad (Comfortis) or spinetoram (Cheristin) for flea control.
Exocrine pancreatic insufficiency (EPI) suspected due to steatorrhea and weight loss; TLI test recommended.,Digestive Issues,Clinical Notes,Exocrine pancreatic insufficiency (EPI) suspected due to steatorrhea and weight loss; TLI test recommended.
Assess hearing crudely via response to auditory stimuli (clap test). BAER testing definitive.,Ear Infections,Clinical Notes,Assess hearing crudely via response to auditory stimuli (clap test). BAER testing definitive.
Cerenia injection administered for anti-emetic effect.,Digestive Issues,Clinical Notes,Cerenia injection administered for anti-emetic effect.
Suspect gastric ulceration due to melena/hematemesis and NSAID history. Start omeprazole and sucralfate.,Digestive Issues,Clinical Notes,Suspect gastric ulceration due to melena/hematemesis and NSAID history. Start omeprazole and sucralfate.
Chronic constipation; prescribe lactulose.,Digestive Issues,Clinical Notes,Chronic constipation; prescribe lactulose.
Legg-Calve-Perthes condition (avascular necrosis of femoral head) suspected in young small breed dog.,Mobility Problems,Clinical Notes,Legg-Calve-Perthes condition (avascular necrosis of femoral head) suspected in young small breed dog.
Administer Apoquel for rapid relief of allergic itch.,Skin Irritations,Clinical Notes,Administer Apoquel for rapid relief of allergic itch.
Intradermal allergy testing indicated for non-seasonal pruritus.,Skin Irritations,Clinical Notes,Intradermal allergy testing indicated for non-seasonal pruritus.
Radiographs show narrowing of L7-S1 disc space.,Mobility Problems,Clinical Notes,Radiographs show narrowing of L7-S1 disc space.
Spondylosis deformans noted incidentally on spinal radiographs; may not be clinically significant.,Mobility Problems,Clinical Notes,Spondylosis deformans noted incidentally on spinal radiographs; may not be clinically significant.
Treat tick-borne condition with doxycycline.,Parasites,Clinical Notes,Treat tick-borne condition with doxycycline.
Juvenile cellulitis (puppy strangles) presenting with facial swelling and pustules.,Skin Irritations,Clinical Notes,Juvenile cellulitis (puppy strangles) presenting with facial swelling and pustules.
Myringotomy performed to sample middle ear fluid.,Ear Infections,Clinical Notes,Myringotomy performed to sample middle ear fluid.
Parvovirus snap test positive; initiate isolation protocol and supportive care.,Digestive Issues,Clinical Notes,Parvovirus snap test positive; initiate isolation protocol and supportive care.
Document parasite findings and treatment plan in medical record.,Parasites,Clinical Notes,Document parasite findings and treatment plan in medical record.
Administer subcutaneous fluids for rehydration.,Digestive Issues,Clinical Notes,Administer subcutaneous fluids for rehydration.
"Instruct owner on monitoring toes for swelling, coldness, or odor distal to cast/splint.",Mobility Problems,Clinical Notes,"Instruct owner on monitoring toes for swelling, coldness, or odor distal to cast/splint."
"Protein-losing enteropathy (PLE) suspected; differentials include lymphangiectasia, IBD, lymphoma. Further workup needed.",Digestive Issues,Clinical Notes,"Protein-losing enteropathy (PLE) suspected; differentials include lymphangiectasia, IBD, lymphoma. Further workup needed."
"Treat Cheyletiella with selamectin, ivermectin, or fipronil.",Parasites,Clinical Notes,"Treat Cheyletiella with selamectin, ivermectin, or fipronil."
"Panosteitis suspected in young, large breed dog with shifting leg lameness and long bone pain on palpation.",Mobility Problems,Clinical Notes,"Panosteitis suspected in young, large breed dog with shifting leg lameness and long bone pain on palpation."
"Use milbemycin oxime (Interceptor, Sentinel) for heartworm/roundworm/hookworm/whipworm prevention.",Parasites,Clinical Notes,"Use milbemycin oxime (Interceptor, Sentinel) for heartworm/roundworm/hookworm/whipworm prevention."
Reassess pain control at each visit.,Mobility Problems,Clinical Notes,Reassess pain control at each visit.
"Suspect contact dermatitis on ventral chest/abdomen; advise owner regarding potential irritants (bedding, cleaners).",Skin Irritations,Clinical Notes,"Suspect contact dermatitis on ventral chest/abdomen; advise owner regarding potential irritants (bedding, cleaners)."
"Implement routine deworming schedule for puppies/kittens (e.g., starting at 2 weeks, repeat every 2 weeks).",Parasites,Clinical Notes,"Implement routine deworming schedule for puppies/kittens (e.g., starting at 2 weeks, repeat every 2 weeks)."
Absence of withdrawal reflex in hind limbs.,Mobility Problems,Clinical Notes,Absence of withdrawal reflex in hind limbs.
Suspect pancreatitis based on clinical signs and history; cPL snap test pending.,Digestive Issues,Clinical Notes,Suspect pancreatitis based on clinical signs and history; cPL snap test pending.
Paraspinal hyperesthesia noted in T13-L2 region. Rule out Type I IVDD.,Mobility Problems,Clinical Notes,Paraspinal hyperesthesia noted in T13-L2 region. Rule out Type I IVDD.
Sebaceous adenitis suspected due to follicular casts and alopecia; biopsy confirms.,Skin Irritations,Clinical Notes,Sebaceous adenitis suspected due to follicular casts and alopecia; biopsy confirms.
Luxated joint identified; attempt closed reduction.,Mobility Problems,Clinical Notes,Luxated joint identified; attempt closed reduction.
Knemidokoptes mites causing scaly face/leg in bird; treat with ivermectin.,Parasites,Clinical Notes,Knemidokoptes mites causing scaly face/leg in bird; treat with ivermectin.
Discuss importance of year-round flea prevention.,Skin Irritations,Clinical Notes,Discuss importance of year-round flea prevention.
Papules and erythema on chest; medicated wash prescribed.,Skin Irritations,Clinical Notes,Papules and erythema on chest; medicated wash prescribed.
Intestinal parasites should be considered a differential for chronic vomiting or diarrhea.,Parasites,Clinical Notes,Intestinal parasites should be considered a differential for chronic vomiting or diarrhea.
"Recommend installing ramps, using non-slip mats, providing orthopedic bedding, and using raised food/water bowls.",Mobility Problems,Clinical Notes,"Recommend installing ramps, using non-slip mats, providing orthopedic bedding, and using raised food/water bowls."
"GI stasis suspected in rabbit; provide supportive care (fluids, analgesia, motility drugs).",Digestive Issues,Clinical Notes,"GI stasis suspected in rabbit; provide supportive care (fluids, analgesia, motility drugs)."
"Rule out underlying trauma (e.g., bite wound, foreign body penetration) as cause of pinnal swelling/infection.",Ear Infections,Clinical Notes,"Rule out underlying trauma (e.g., bite wound, foreign body penetration) as cause of pinnal swelling/infection."
Monitor for cast sores or swelling distal to bandage.,Mobility Problems,Clinical Notes,Monitor for cast sores or swelling distal to bandage.
"Instruct owner on monitoring parameters: appetite (scale 1-5), vomiting episodes, fecal score (1-7), activity level.",Digestive Issues,Clinical Notes,"Instruct owner on monitoring parameters: appetite (scale 1-5), vomiting episodes, fecal score (1-7), activity level."
"Impacted and infected anal sacs causing pain and reluctance to defecate. Expressed sacs, infuse antibiotic ointment.",Digestive Issues,Clinical Notes,"Impacted and infected anal sacs causing pain and reluctance to defecate. Expressed sacs, infuse antibiotic ointment."
Monitor body condition score (BCS) and muscle condition score (MCS).,Digestive Issues,Clinical Notes,Monitor body condition score (BCS) and muscle condition score (MCS).
"Advise owner on modifications like using carpet runners, ramps instead of stairs, and avoiding slippery surfaces.",Mobility Problems,Clinical Notes,"Advise owner on modifications like using carpet runners, ramps instead of stairs, and avoiding slippery surfaces."
"Bilateral otitis externa (AU). Moderate erythema, mild edema, copious brown ceruminous exudate.",Ear Infections,Clinical Notes,"Bilateral otitis externa (AU). Moderate erythema, mild edema, copious brown ceruminous exudate."
"Cytauxzoon felis piroplasms identified on peripheral blood smear. Initiate treatment (atovaquone/azithromycin), grave prognosis.",Parasites,Clinical Notes,"Cytauxzoon felis piroplasms identified on peripheral blood smear. Initiate treatment (atovaquone/azithromycin), grave prognosis."
"Provide comprehensive written discharge summary including diagnosis, treatment plan, and follow-up.",Ear Infections,Clinical Notes,"Provide comprehensive written discharge summary including diagnosis, treatment plan, and follow-up."
Osteoarthritis in elbows; start joint supplements.,Mobility Problems,Clinical Notes,Osteoarthritis in elbows; start joint supplements.
"Prescribe topical antibiotic/antifungal/steroid combination (e.g., Mometamax, Otomax, Claro).",Ear Infections,Clinical Notes,"Prescribe topical antibiotic/antifungal/steroid combination (e.g., Mometamax, Otomax, Claro)."
Advise hypoallergenic shampoo and conditioner.,Skin Irritations,Clinical Notes,Advise hypoallergenic shampoo and conditioner.
Initiate IV fluid therapy and monitor electrolytes.,Digestive Issues,Clinical Notes,Initiate IV fluid therapy and monitor electrolytes.
"Symmetrical alopecia on flanks; rule out endocrine disorders (hypothyroidism, Cushing's).",Skin Irritations,Clinical Notes,"Symmetrical alopecia on flanks; rule out endocrine disorders (hypothyroidism, Cushing's)."
Acral lick granuloma on carpus; address underlying anxiety/boredom.,Skin Irritations,Clinical Notes,Acral lick granuloma on carpus; address underlying anxiety/boredom.
Initiate 8-week hypoallergenic food trial (novel protein or hydrolyzed diet) for suspected food allergy.,Skin Irritations,Clinical Notes,Initiate 8-week hypoallergenic food trial (novel protein or hydrolyzed diet) for suspected food allergy.
Adjust medication dosages as needed.,Mobility Problems,Clinical Notes,Adjust medication dosages as needed.
Seborrhea with erythema on limbs; shampoo therapy started.,Skin Irritations,Clinical Notes,Seborrhea with erythema on limbs; shampoo therapy started.
"Neurological examination reveals hind limb ataxia, proprioceptive deficits, and hyperreflexia.",Mobility Problems,Clinical Notes,"Neurological examination reveals hind limb ataxia, proprioceptive deficits, and hyperreflexia."
Scaling and redness on ears; topical steroids prescribed.,Skin Irritations,Clinical Notes,Scaling and redness on ears; topical steroids prescribed.
Otoscopic exam: Tympanic membrane visualized and intact (left ear); obscured by debris (right ear).,Ear Infections,Clinical Notes,Otoscopic exam: Tympanic membrane visualized and intact (left ear); obscured by debris (right ear).
Check for ticks within the ear canal.,Ear Infections,Clinical Notes,Check for ticks within the ear canal.
Pruritic sores on chest; medicated bath recommended.,Skin Irritations,Clinical Notes,Pruritic sores on chest; medicated bath recommended.
"If treating resistant Pseudomonas, consider TrizEDTA flushes and potentially compounded topical antibiotics based on MIC values.",Ear Infections,Clinical Notes,"If treating resistant Pseudomonas, consider TrizEDTA flushes and potentially compounded topical antibiotics based on MIC values."
Cutaneous B-cell lymphoma suspected based on multiple nodules; biopsy for confirmation and staging.,Skin Irritations,Clinical Notes,Cutaneous B-cell lymphoma suspected based on multiple nodules; biopsy for confirmation and staging.
Cerebrospinal fluid (CSF) analysis results within normal limits.,Mobility Problems,Clinical Notes,Cerebrospinal fluid (CSF) analysis results within normal limits.
"Perianal irritation and scooting; express anal sacs, check for tapeworms.",Skin Irritations,Clinical Notes,"Perianal irritation and scooting; express anal sacs, check for tapeworms."
Pododermatitis with interdigital swelling and discharge; cytology shows yeast and bacteria.,Skin Irritations,Clinical Notes,Pododermatitis with interdigital swelling and discharge; cytology shows yeast and bacteria.
OFA preliminary radiographs suggest moderate elbow dysplasia.,Mobility Problems,Clinical Notes,OFA preliminary radiographs suggest moderate elbow dysplasia.
Calcinosis cutis suspected in patient on chronic steroids; firm plaques on dorsum.,Skin Irritations,Clinical Notes,Calcinosis cutis suspected in patient on chronic steroids; firm plaques on dorsum.
"Recommend screening for tick-borne conditions 4-8 weeks after known tick exposure, even if asymptomatic.",Parasites,Clinical Notes,"Recommend screening for tick-borne conditions 4-8 weeks after known tick exposure, even if asymptomatic."
Skin biopsy submitted for histopathology and culture.,Skin Irritations,Clinical Notes,Skin biopsy submitted for histopathology and culture.
"Recommend medicated shampoo (e.g., chlorhexidine, ketoconazole) based on cytology findings.",Skin Irritations,Clinical Notes,"Recommend medicated shampoo (e.g., chlorhexidine, ketoconazole) based on cytology findings."
Immune-mediated skin condition suspected; requires further workup.,Skin Irritations,Clinical Notes,Immune-mediated skin condition suspected; requires further workup.
Advise bathing pet with appropriate shampoo to remove flea dirt/scales.,Parasites,Clinical Notes,Advise bathing pet with appropriate shampoo to remove flea dirt/scales.
Recommend omega-3 fatty acid supplementation to support skin barrier function.,Skin Irritations,Clinical Notes,Recommend omega-3 fatty acid supplementation to support skin barrier function.
Supraspinatus tendinopathy suspected.,Mobility Problems,Clinical Notes,Supraspinatus tendinopathy suspected.
"Bumblefoot (pododermatitis) present in guinea pig; address husbandry (bedding, hygiene) and treat infection/pain.",Mobility Problems,Clinical Notes,"Bumblefoot (pododermatitis) present in guinea pig; address husbandry (bedding, hygiene) and treat infection/pain."
Bone biopsy collected for histopathology.,Mobility Problems,Clinical Notes,Bone biopsy collected for histopathology.
PennHIP evaluation performed for hip laxity assessment.,Mobility Problems,Clinical Notes,PennHIP evaluation performed for hip laxity assessment.
Vertical ear canal ablation (VECA) considered for neoplasia confined to vertical canal.,Ear Infections,Clinical Notes,Vertical ear canal ablation (VECA) considered for neoplasia confined to vertical canal.
Document response to previous treatments.,Ear Infections,Clinical Notes,Document response to previous treatments.
Heartworm adulticide treatment (melarsomine injections) administered according to AHS guidelines. Strict exercise restriction crucial.,Parasites,Clinical Notes,Heartworm adulticide treatment (melarsomine injections) administered according to AHS guidelines. Strict exercise restriction crucial.
"Evaluate for concurrent dermatological conditions (e.g., FAD, atopy).",Ear Infections,Clinical Notes,"Evaluate for concurrent dermatological conditions (e.g., FAD, atopy)."
Implement long-term maintenance protocol involving weekly cleaning and application of topical steroid.,Ear Infections,Clinical Notes,Implement long-term maintenance protocol involving weekly cleaning and application of topical steroid.
"Observe gait at walk and trot, assess for head bob (forelimb) or hip hike (hindlimb).",Mobility Problems,Clinical Notes,"Observe gait at walk and trot, assess for head bob (forelimb) or hip hike (hindlimb)."
Exploratory laparotomy reveals linear foreign body extending from stomach to jejunum. Enterotomy performed.,Digestive Issues,Clinical Notes,Exploratory laparotomy reveals linear foreign body extending from stomach to jejunum. Enterotomy performed.
Solar dermatitis on non-pigmented pinnae/planum nasale; advise sun avoidance/sunscreen.,Skin Irritations,Clinical Notes,Solar dermatitis on non-pigmented pinnae/planum nasale; advise sun avoidance/sunscreen.
Culture results: Methicillin-resistant Staphylococcus pseudintermedius (MRSP); consult on treatment.,Ear Infections,Clinical Notes,Culture results: Methicillin-resistant Staphylococcus pseudintermedius (MRSP); consult on treatment.
Nodular dermatofibrosis; recommend abdominal ultrasound to check for renal cystadenocarcinoma.,Skin Irritations,Clinical Notes,Nodular dermatofibrosis; recommend abdominal ultrasound to check for renal cystadenocarcinoma.
Abdominal ultrasound shows hyperechoic pancreas with surrounding mesenteric reaction. No obvious foreign body or mass.,Digestive Issues,Clinical Notes,Abdominal ultrasound shows hyperechoic pancreas with surrounding mesenteric reaction. No obvious foreign body or mass.
Lateral ear resection discussed as potential surgical option to improve ventilation.,Ear Infections,Clinical Notes,Lateral ear resection discussed as potential surgical option to improve ventilation.
Ensure owner understands chronicity and need for ongoing management in many cases.,Ear Infections,Clinical Notes,Ensure owner understands chronicity and need for ongoing management in many cases.
Fecal smear/flotation positive for Giardia cysts/trophozoites.,Parasites,Clinical Notes,Fecal smear/flotation positive for Giardia cysts/trophozoites.
Marked crepitus and decreased range of motion in left stifle; suspect severe OA.,Mobility Problems,Clinical Notes,Marked crepitus and decreased range of motion in left stifle; suspect severe OA.
Culture and sensitivity results: Staphylococcus pseudintermedius sensitive to cephalexin.,Skin Irritations,Clinical Notes,Culture and sensitivity results: Staphylococcus pseudintermedius sensitive to cephalexin.
